1521.450000,4.8730E-008,1521.450000,4.8730E-008,1521.450000,4.8730E-008
1521.500000,1.1680E-007,1521.500000,1.1680E-007,1521.500000,1.1680E-007
1521.550000,1.0540E-007,1521.550000,1.0540E-007,1521.550000,1.0540E-007
1521.600000,6.2290E-008,1521.600000,6.2290E-008,1521.600000,6.2290E-008
1521.650000,1.2350E-007,1521.650000,1.2350E-007,1521.650000,1.2350E-007
1521.700000,1.0760E-007,1521.700000,1.0760E-007,1521.700000,1.0760E-007
1521.750000,8.4410E-008,1521.750000,8.4410E-008,1521.750000,8.4410E-008
1521.800000,1.4810E-007,1521.800000,1.4810E-007,1521.800000,1.4810E-007
1521.850000,9.9870E-008,1521.850000,9.9870E-008,1521.850000,9.9870E-008
1521.900000,1.2010E-007,1521.900000,1.2010E-007,1521.900000,1.2010E-007
1521.950000,8.3410E-008,1521.950000,8.3410E-008,1521.950000,8.3410E-008
1522.000000,1.1180E-007,1522.000000,1.1180E-007,1522.000000,1.1180E-007
1522.050000,8.6900E-008,1522.050000,8.6900E-008,1522.050000,8.6900E-008
1522.100000,1.1610E-007,1522.100000,1.1610E-007,1522.100000,1.1610E-007
1522.150000,1.0020E-007,1522.150000,1.0020E-007,1522.150000,1.0020E-007
1522.200000,9.7080E-008,1522.200000,9.7080E-008,1522.200000,9.7080E-008
1522.250000,2.4200E-008,1522.250000,2.4200E-008,1522.250000,2.4200E-008
1522.300000,1.1460E-007,1522.300000,1.1460E-007,1522.300000,1.1460E-007
1522.350000,8.3260E-008,1522.350000,8.3260E-008,1522.350000,8.3260E-008
1522.400000,9.9290E-008,1522.400000,9.9290E-008,1522.400000,9.9290E-008
1522.450000,8.7270E-008,1522.450000,8.7270E-008,1522.450000,8.7270E-008
1522.500000,6.7360E-008,1522.500000,6.7360E-008,1522.500000,6.7360E-008
1522.550000,1.2770E-007,1522.550000,1.2770E-007,1522.550000,1.2770E-007
1522.600000,6.3310E-008,1522.600000,6.3310E-008,1522.600000,6.3310E-008
1522.650000,5.4720E-008,1522.650000,5.4720E-008,1522.650000,5.4720E-008
1522.700000,1.5310E-007,1522.700000,1.5310E-007,1522.700000,1.5310E-007
1522.750000,4.4820E-008,1522.750000,4.4820E-008,1522.750000,4.4820E-008
1522.800000,2.1750E-008,1522.800000,2.1750E-008,1522.800000,2.1750E-008
1522.850000,1.7880E-008,1522.850000,1.7880E-008,1522.850000,1.7880E-008
1522.900000,6.8460E-008,1522.900000,6.8460E-008,1522.900000,6.8460E-008
1522.950000,5.0030E-008,1522.950000,5.0030E-008,1522.950000,5.0030E-008
1523.000000,9.1020E-008,1523.000000,9.1020E-008,1523.000000,9.1020E-008
1523.050000,2.9660E-008,1523.050000,2.9660E-008,1523.050000,2.9660E-008
1523.100000,5.1270E-008,1523.100000,5.1270E-008,1523.100000,5.1270E-008
1523.150000,7.7300E-008,1523.150000,7.7300E-008,1523.150000,7.7300E-008
1523.200000,6.3130E-009,1523.200000,6.3130E-009,1523.200000,6.3130E-009
1523.250000,6.1440E-008,1523.250000,6.1440E-008,1523.250000,6.1440E-008
1523.300000,5.3120E-008,1523.300000,5.3120E-008,1523.300000,5.3120E-008
1523.350000,4.7280E-008,1523.350000,4.7280E-008,1523.350000,4.7280E-008
1523.400000,5.3740E-008,1523.400000,5.3740E-008,1523.400000,5.3740E-008
1523.450000,9.6620E-008,1523.450000,9.6620E-008,1523.450000,9.6620E-008
1523.500000,7.1400E-008,1523.500000,7.1400E-008,1523.500000,7.1400E-008
1523.550000,5.4470E-008,1523.550000,5.4470E-008,1523.550000,5.4470E-008
1523.600000,2.4150E-008,1523.600000,2.4150E-008,1523.600000,2.4150E-008
1523.650000,8.2570E-008,1523.650000,8.2570E-008,1523.650000,8.2570E-008
1523.700000,9.3330E-008,1523.700000,9.3330E-008,1523.700000,9.3330E-008
1523.750000,6.9150E-008,1523.750000,6.9150E-008,1523.750000,6.9150E-008
1523.800000,7.5400E-008,1523.800000,7.5400E-008,1523.800000,7.5400E-008
1523.850000,5.1620E-008,1523.850000,5.1620E-008,1523.850000,5.1620E-008
1523.900000,5.6670E-008,1523.900000,5.6670E-008,1523.900000,5.6670E-008
1523.950000,7.8690E-008,1523.950000,7.8690E-008,1523.950000,7.8690E-008
1524.000000,8.6540E-008,1524.000000,8.6540E-008,1524.000000,8.6540E-008
1524.050000,1.3840E-007,1524.050000,1.3840E-007,1524.050000,1.3840E-007
1524.100000,8.6250E-008,1524.100000,8.6250E-008,1524.100000,8.6250E-008
1524.150000,5.6760E-008,1524.150000,5.6760E-008,1524.150000,5.6760E-008
1524.200000,3.5940E-008,1524.200000,3.5940E-008,1524.200000,3.5940E-008
1524.250000,3.2290E-008,1524.250000,3.2290E-008,1524.250000,3.2290E-008
1524.300000,-1.0890E-008,1524.300000,-1.0890E-008,1524.300000,-1.0890E-008
1524.350000,5.7290E-008,1524.350000,5.7290E-008,1524.350000,5.7290E-008
1524.400000,5.6650E-008,1524.400000,5.6650E-008,1524.400000,5.6650E-008
1524.450000,7.2250E-008,1524.450000,7.2250E-008,1524.450000,7.2250E-008
1524.500000,7.7830E-008,1524.500000,7.7830E-008,1524.500000,7.7830E-008
1524.550000,7.8770E-009,1524.550000,7.8770E-009,1524.550000,7.8770E-009
1524.600000,7.2340E-008,1524.600000,7.2340E-008,1524.600000,7.2340E-008
1524.650000,2.8390E-008,1524.650000,2.8390E-008,1524.650000,2.8390E-008
1524.700000,4.1850E-008,1524.700000,4.1850E-008,1524.700000,4.1850E-008
1524.750000,7.0110E-008,1524.750000,7.0110E-008,1524.750000,7.0110E-008
1524.800000,7.0580E-008,1524.800000,7.0580E-008,1524.800000,7.0580E-008
1524.850000,6.4890E-008,1524.850000,6.4890E-008,1524.850000,6.4890E-008
1524.900000,5.1600E-008,1524.900000,5.1600E-008,1524.900000,5.1600E-008
1524.950000,4.8190E-008,1524.950000,4.8190E-008,1524.950000,4.8190E-008
1525.000000,5.3710E-008,1525.000000,5.3710E-008,1525.000000,5.3710E-008
1525.050000,6.1930E-008,1525.050000,6.1930E-008,1525.050000,6.1930E-008
1525.100000,2.1100E-008,1525.100000,2.1100E-008,1525.100000,2.1100E-008
1525.150000,7.5130E-008,1525.150000,7.5130E-008,1525.150000,7.5130E-008
1525.200000,5.6190E-008,1525.200000,5.6190E-008,1525.200000,5.6190E-008
1525.250000,7.5920E-008,1525.250000,7.5920E-008,1525.250000,7.5920E-008
1525.300000,7.2190E-008,1525.300000,7.2190E-008,1525.300000,7.2190E-008
1525.350000,8.5870E-008,1525.350000,8.5870E-008,1525.350000,8.5870E-008
1525.400000,1.0130E-007,1525.400000,1.0130E-007,1525.400000,1.0130E-007
1525.450000,5.6260E-008,1525.450000,5.6260E-008,1525.450000,5.6260E-008
1525.500000,7.8090E-008,1525.500000,7.8090E-008,1525.500000,7.8090E-008
1525.550000,2.0460E-008,1525.550000,2.0460E-008,1525.550000,2.0460E-008
1525.600000,1.0180E-007,1525.600000,1.0180E-007,1525.600000,1.0180E-007
1525.650000,9.9320E-008,1525.650000,9.9320E-008,1525.650000,9.9320E-008
1525.700000,1.1210E-007,1525.700000,1.1210E-007,1525.700000,1.1210E-007
1525.750000,5.7820E-008,1525.750000,5.7820E-008,1525.750000,5.7820E-008
1525.800000,1.1280E-007,1525.800000,1.1280E-007,1525.800000,1.1280E-007
1525.850000,1.0660E-007,1525.850000,1.0660E-007,1525.850000,1.0660E-007
1525.900000,6.0710E-008,1525.900000,6.0710E-008,1525.900000,6.0710E-008
1525.950000,1.3750E-007,1525.950000,1.3750E-007,1525.950000,1.3750E-007
1526.000000,5.6350E-008,1526.000000,5.6350E-008,1526.000000,5.6350E-008
1526.050000,7.7790E-008,1526.050000,7.7790E-008,1526.050000,7.7790E-008
1526.100000,8.7390E-008,1526.100000,8.7390E-008,1526.100000,8.7390E-008
1526.150000,8.0670E-008,1526.150000,8.0670E-008,1526.150000,8.0670E-008
1526.200000,5.2360E-008,1526.200000,5.2360E-008,1526.200000,5.2360E-008
1526.250000,8.8450E-008,1526.250000,8.8450E-008,1526.250000,8.8450E-008
1526.300000,6.8620E-008,1526.300000,6.8620E-008,1526.300000,6.8620E-008
1526.350000,1.0530E-007,1526.350000,1.0530E-007,1526.350000,1.0530E-007
1526.400000,1.0070E-007,1526.400000,1.0070E-007,1526.400000,1.0070E-007
1526.450000,1.2030E-007,1526.450000,1.2030E-007,1526.450000,1.2030E-007
1526.500000,1.0420E-007,1526.500000,1.0420E-007,1526.500000,1.0420E-007
1526.550000,1.1710E-007,1526.550000,1.1710E-007,1526.550000,1.1710E-007
1526.600000,1.4850E-007,1526.600000,1.4850E-007,1526.600000,1.4850E-007
1526.650000,1.2060E-007,1526.650000,1.2060E-007,1526.650000,1.2060E-007
1526.700000,1.5460E-007,1526.700000,1.5460E-007,1526.700000,1.5460E-007
1526.750000,1.6660E-007,1526.750000,1.6660E-007,1526.750000,1.6660E-007
1526.800000,1.5100E-007,1526.800000,1.5100E-007,1526.800000,1.5100E-007
1526.850000,2.4500E-007,1526.850000,2.4500E-007,1526.850000,2.4500E-007
1526.900000,1.9440E-007,1526.900000,1.9440E-007,1526.900000,1.9440E-007
1526.950000,2.4500E-007,1526.950000,2.4500E-007,1526.950000,2.4500E-007
1527.000000,2.2830E-007,1527.000000,2.2830E-007,1527.000000,2.2830E-007
1527.050000,2.7630E-007,1527.050000,2.7630E-007,1527.050000,2.7630E-007
1527.100000,3.1210E-007,1527.100000,3.1210E-007,1527.100000,3.1210E-007
1527.150000,2.8870E-007,1527.150000,2.8870E-007,1527.150000,2.8870E-007
1527.200000,3.4710E-007,1527.200000,3.4710E-007,1527.200000,3.4710E-007
1527.250000,3.3540E-007,1527.250000,3.3540E-007,1527.250000,3.3540E-007
1527.300000,4.1840E-007,1527.300000,4.1840E-007,1527.300000,4.1840E-007
1527.350000,4.0830E-007,1527.350000,4.0830E-007,1527.350000,4.0830E-007
1527.400000,4.4750E-007,1527.400000,4.4750E-007,1527.400000,4.4750E-007
1527.450000,4.3370E-007,1527.450000,4.3370E-007,1527.450000,4.3370E-007
1527.500000,4.9610E-007,1527.500000,4.9610E-007,1527.500000,4.9610E-007
1527.550000,5.0090E-007,1527.550000,5.0090E-007,1527.550000,5.0090E-007
1527.600000,4.6760E-007,1527.600000,4.6760E-007,1527.600000,4.6760E-007
1527.650000,4.6610E-007,1527.650000,4.6610E-007,1527.650000,4.6610E-007
1527.700000,4.8450E-007,1527.700000,4.8450E-007,1527.700000,4.8450E-007
1527.750000,5.1930E-007,1527.750000,5.1930E-007,1527.750000,5.1930E-007
1527.800000,5.0730E-007,1527.800000,5.0730E-007,1527.800000,5.0730E-007
1527.850000,4.4520E-007,1527.850000,4.4520E-007,1527.850000,4.4520E-007
1527.900000,4.1450E-007,1527.900000,4.1450E-007,1527.900000,4.1450E-007
1527.950000,4.6670E-007,1527.950000,4.6670E-007,1527.950000,4.6670E-007
1528.000000,4.9740E-007,1528.000000,4.9740E-007,1528.000000,4.9740E-007
1528.050000,4.3220E-007,1528.050000,4.3220E-007,1528.050000,4.3220E-007
1528.100000,3.7470E-007,1528.100000,3.7470E-007,1528.100000,3.7470E-007
1528.150000,3.9870E-007,1528.150000,3.9870E-007,1528.150000,3.9870E-007
1528.200000,3.7530E-007,1528.200000,3.7530E-007,1528.200000,3.7530E-007
1528.250000,3.7090E-007,1528.250000,3.7090E-007,1528.250000,3.7090E-007
1528.300000,4.0920E-007,1528.300000,4.0920E-007,1528.300000,4.0920E-007
1528.350000,3.9790E-007,1528.350000,3.9790E-007,1528.350000,3.9790E-007
1528.400000,3.7320E-007,1528.400000,3.7320E-007,1528.400000,3.7320E-007
1528.450000,3.4610E-007,1528.450000,3.4610E-007,1528.450000,3.4610E-007
1528.500000,3.1610E-007,1528.500000,3.1610E-007,1528.500000,3.1610E-007
1528.550000,3.1880E-007,1528.550000,3.1880E-007,1528.550000,3.1880E-007
1528.600000,3.4750E-007,1528.600000,3.4750E-007,1528.600000,3.4750E-007
1528.650000,2.8860E-007,1528.650000,2.8860E-007,1528.650000,2.8860E-007
1528.700000,2.8040E-007,1528.700000,2.8040E-007,1528.700000,2.8040E-007
1528.750000,3.0610E-007,1528.750000,3.0610E-007,1528.750000,3.0610E-007
1528.800000,2.7260E-007,1528.800000,2.7260E-007,1528.800000,2.7260E-007
1528.850000,3.2000E-007,1528.850000,3.2000E-007,1528.850000,3.2000E-007
1528.900000,2.6670E-007,1528.900000,2.6670E-007,1528.900000,2.6670E-007
1528.950000,2.5190E-007,1528.950000,2.5190E-007,1528.950000,2.5190E-007
1529.000000,2.9740E-007,1529.000000,2.9740E-007,1529.000000,2.9740E-007
1529.050000,2.6980E-007,1529.050000,2.6980E-007,1529.050000,2.6980E-007
1529.100000,2.6900E-007,1529.100000,2.6900E-007,1529.100000,2.6900E-007
1529.150000,2.9150E-007,1529.150000,2.9150E-007,1529.150000,2.9150E-007
1529.200000,2.5100E-007,1529.200000,2.5100E-007,1529.200000,2.5100E-007
1529.250000,3.2200E-007,1529.250000,3.2200E-007,1529.250000,3.2200E-007
1529.300000,3.1400E-007,1529.300000,3.1400E-007,1529.300000,3.1400E-007
1529.350000,2.8650E-007,1529.350000,2.8650E-007,1529.350000,2.8650E-007
1529.400000,2.1830E-007,1529.400000,2.1830E-007,1529.400000,2.1830E-007
1529.450000,2.4690E-007,1529.450000,2.4690E-007,1529.450000,2.4690E-007
1529.500000,2.5490E-007,1529.500000,2.5490E-007,1529.500000,2.5490E-007
1529.550000,2.6130E-007,1529.550000,2.6130E-007,1529.550000,2.6130E-007
1529.600000,2.5190E-007,1529.600000,2.5190E-007,1529.600000,2.5190E-007
1529.650000,3.4470E-007,1529.650000,3.4470E-007,1529.650000,3.4470E-007
1529.700000,2.2280E-007,1529.700000,2.2280E-007,1529.700000,2.2280E-007
1529.750000,2.7850E-007,1529.750000,2.7850E-007,1529.750000,2.7850E-007
1529.800000,2.4680E-007,1529.800000,2.4680E-007,1529.800000,2.4680E-007
1529.850000,2.3370E-007,1529.850000,2.3370E-007,1529.850000,2.3370E-007
1529.900000,2.7680E-007,1529.900000,2.7680E-007,1529.900000,2.7680E-007
1529.950000,2.2580E-007,1529.950000,2.2580E-007,1529.950000,2.2580E-007
1530.000000,3.1190E-007,1530.000000,3.1190E-007,1530.000000,3.1190E-007
1530.050000,2.5910E-007,1530.050000,2.5910E-007,1530.050000,2.5910E-007
1530.100000,2.5960E-007,1530.100000,2.5960E-007,1530.100000,2.5960E-007
1530.150000,2.9520E-007,1530.150000,2.9520E-007,1530.150000,2.9520E-007
1530.200000,2.3070E-007,1530.200000,2.3070E-007,1530.200000,2.3070E-007
1530.250000,2.9120E-007,1530.250000,2.9120E-007,1530.250000,2.9120E-007
1530.300000,2.5250E-007,1530.300000,2.5250E-007,1530.300000,2.5250E-007
1530.350000,2.9790E-007,1530.350000,2.9790E-007,1530.350000,2.9790E-007
1530.400000,3.8090E-007,1530.400000,3.8090E-007,1530.400000,3.8090E-007
1530.450000,2.7520E-007,1530.450000,2.7520E-007,1530.450000,2.7520E-007
1530.500000,3.6020E-007,1530.500000,3.6020E-007,1530.500000,3.6020E-007
1530.550000,3.1820E-007,1530.550000,3.1820E-007,1530.550000,3.1820E-007
1530.600000,3.7170E-007,1530.600000,3.7170E-007,1530.600000,3.7170E-007
1530.650000,3.6670E-007,1530.650000,3.6670E-007,1530.650000,3.6670E-007
1530.700000,3.3290E-007,1530.700000,3.3290E-007,1530.700000,3.3290E-007
1530.750000,3.7320E-007,1530.750000,3.7320E-007,1530.750000,3.7320E-007
1530.800000,3.6970E-007,1530.800000,3.6970E-007,1530.800000,3.6970E-007
1530.850000,3.5500E-007,1530.850000,3.5500E-007,1530.850000,3.5500E-007
1530.900000,3.3860E-007,1530.900000,3.3860E-007,1530.900000,3.3860E-007
1530.950000,3.5000E-007,1530.950000,3.5000E-007,1530.950000,3.5000E-007
1531.000000,4.3930E-007,1531.000000,4.3930E-007,1531.000000,4.3930E-007
1531.050000,3.9040E-007,1531.050000,3.9040E-007,1531.050000,3.9040E-007
1531.100000,4.2200E-007,1531.100000,4.2200E-007,1531.100000,4.2200E-007
1531.150000,4.3540E-007,1531.150000,4.3540E-007,1531.150000,4.3540E-007
1531.200000,4.4190E-007,1531.200000,4.4190E-007,1531.200000,4.4190E-007
1531.250000,4.4310E-007,1531.250000,4.4310E-007,1531.250000,4.4310E-007
1531.300000,4.3610E-007,1531.300000,4.3610E-007,1531.300000,4.3610E-007
1531.350000,4.2080E-007,1531.350000,4.2080E-007,1531.350000,4.2080E-007
1531.400000,4.9760E-007,1531.400000,4.9760E-007,1531.400000,4.9760E-007
1531.450000,4.3280E-007,1531.450000,4.3280E-007,1531.450000,4.3280E-007
1531.500000,4.0770E-007,1531.500000,4.0770E-007,1531.500000,4.0770E-007
1531.550000,4.0330E-007,1531.550000,4.0330E-007,1531.550000,4.0330E-007
1531.600000,3.8370E-007,1531.600000,3.8370E-007,1531.600000,3.8370E-007
1531.650000,4.0260E-007,1531.650000,4.0260E-007,1531.650000,4.0260E-007
1531.700000,4.1460E-007,1531.700000,4.1460E-007,1531.700000,4.1460E-007
1531.750000,4.1240E-007,1531.750000,4.1240E-007,1531.750000,4.1240E-007
1531.800000,4.3800E-007,1531.800000,4.3800E-007,1531.800000,4.3800E-007
1531.850000,4.3390E-007,1531.850000,4.3390E-007,1531.850000,4.3390E-007
1531.900000,4.7120E-007,1531.900000,4.7120E-007,1531.900000,4.7120E-007
1531.950000,4.3110E-007,1531.950000,4.3110E-007,1531.950000,4.3110E-007
1532.000000,4.8700E-007,1532.000000,4.8700E-007,1532.000000,4.8700E-007
1532.050000,4.7750E-007,1532.050000,4.7750E-007,1532.050000,4.7750E-007
1532.100000,4.4800E-007,1532.100000,4.4800E-007,1532.100000,4.4800E-007
1532.150000,5.1380E-007,1532.150000,5.1380E-007,1532.150000,5.1380E-007
1532.200000,4.8330E-007,1532.200000,4.8330E-007,1532.200000,4.8330E-007
1532.250000,4.6880E-007,1532.250000,4.6880E-007,1532.250000,4.6880E-007
1532.300000,4.6240E-007,1532.300000,4.6240E-007,1532.300000,4.6240E-007
1532.350000,5.0160E-007,1532.350000,5.0160E-007,1532.350000,5.0160E-007
1532.400000,5.3400E-007,1532.400000,5.3400E-007,1532.400000,5.3400E-007
1532.450000,5.2990E-007,1532.450000,5.2990E-007,1532.450000,5.2990E-007
1532.500000,6.1560E-007,1532.500000,6.1560E-007,1532.500000,6.1560E-007
1532.550000,5.8100E-007,1532.550000,5.8100E-007,1532.550000,5.8100E-007
1532.600000,6.0060E-007,1532.600000,6.0060E-007,1532.600000,6.0060E-007
1532.650000,6.4340E-007,1532.650000,6.4340E-007,1532.650000,6.4340E-007
1532.700000,5.6700E-007,1532.700000,5.6700E-007,1532.700000,5.6700E-007
1532.750000,6.7310E-007,1532.750000,6.7310E-007,1532.750000,6.7310E-007
1532.800000,6.9260E-007,1532.800000,6.9260E-007,1532.800000,6.9260E-007
1532.850000,7.7270E-007,1532.850000,7.7270E-007,1532.850000,7.7270E-007
1532.900000,7.4750E-007,1532.900000,7.4750E-007,1532.900000,7.4750E-007
1532.950000,7.9270E-007,1532.950000,7.9270E-007,1532.950000,7.9270E-007
1533.000000,7.9010E-007,1533.000000,7.9010E-007,1533.000000,7.9010E-007
1533.050000,8.4830E-007,1533.050000,8.4830E-007,1533.050000,8.4830E-007
1533.100000,8.9520E-007,1533.100000,8.9520E-007,1533.100000,8.9520E-007
1533.150000,1.0040E-006,1533.150000,1.0040E-006,1533.150000,1.0040E-006
1533.200000,1.0260E-006,1533.200000,1.0260E-006,1533.200000,1.0260E-006
1533.250000,1.0460E-006,1533.250000,1.0460E-006,1533.250000,1.0460E-006
1533.300000,1.1610E-006,1533.300000,1.1610E-006,1533.300000,1.1610E-006
1533.350000,1.2110E-006,1533.350000,1.2110E-006,1533.350000,1.2110E-006
1533.400000,1.2910E-006,1533.400000,1.2910E-006,1533.400000,1.2910E-006
1533.450000,1.3990E-006,1533.450000,1.3990E-006,1533.450000,1.3990E-006
1533.500000,1.5460E-006,1533.500000,1.5460E-006,1533.500000,1.5460E-006
1533.550000,1.6420E-006,1533.550000,1.6420E-006,1533.550000,1.6420E-006
1533.600000,1.8030E-006,1533.600000,1.8030E-006,1533.600000,1.8030E-006
1533.650000,1.9960E-006,1533.650000,1.9960E-006,1533.650000,1.9960E-006
1533.700000,2.1840E-006,1533.700000,2.1840E-006,1533.700000,2.1840E-006
1533.750000,2.4220E-006,1533.750000,2.4220E-006,1533.750000,2.4220E-006
1533.800000,2.6550E-006,1533.800000,2.6550E-006,1533.800000,2.6550E-006
1533.850000,3.0280E-006,1533.850000,3.0280E-006,1533.850000,3.0280E-006
1533.900000,3.3930E-006,1533.900000,3.3930E-006,1533.900000,3.3930E-006
1533.950000,3.7300E-006,1533.950000,3.7300E-006,1533.950000,3.7300E-006
1534.000000,4.2170E-006,1534.000000,4.2170E-006,1534.000000,4.2170E-006
1534.050000,4.8190E-006,1534.050000,4.8190E-006,1534.050000,4.8190E-006
1534.100000,5.4960E-006,1534.100000,5.4960E-006,1534.100000,5.4960E-006
1534.150000,6.3980E-006,1534.150000,6.3980E-006,1534.150000,6.3980E-006
1534.200000,7.3050E-006,1534.200000,7.3050E-006,1534.200000,7.3050E-006
1534.250000,8.5570E-006,1534.250000,8.5570E-006,1534.250000,8.5570E-006
1534.300000,9.9290E-006,1534.300000,9.9290E-006,1534.300000,9.9290E-006
1534.350000,1.1730E-005,1534.350000,1.1730E-005,1534.350000,1.1730E-005
1534.400000,1.4050E-005,1534.400000,1.4050E-005,1534.400000,1.4050E-005
1534.450000,1.6930E-005,1534.450000,1.6930E-005,1534.450000,1.6930E-005
1534.500000,2.0320E-005,1534.500000,2.0320E-005,1534.500000,2.0320E-005
1534.550000,2.4440E-005,1534.550000,2.4440E-005,1534.550000,2.4440E-005
1534.600000,2.8940E-005,1534.600000,2.8940E-005,1534.600000,2.8940E-005
1534.650000,3.3950E-005,1534.650000,3.3950E-005,1534.650000,3.3950E-005
1534.700000,3.8490E-005,1534.700000,3.8490E-005,1534.700000,3.8490E-005
1534.750000,4.1640E-005,1534.750000,4.1640E-005,1534.750000,4.1640E-005
1534.800000,4.2310E-005,1534.800000,4.2310E-005,1534.800000,4.2310E-005
1534.850000,4.0430E-005,1534.850000,4.0430E-005,1534.850000,4.0430E-005
1534.900000,3.6560E-005,1534.900000,3.6560E-005,1534.900000,3.6560E-005
1534.950000,3.1570E-005,1534.950000,3.1570E-005,1534.950000,3.1570E-005
1535.000000,2.6880E-005,1535.000000,2.6880E-005,1535.000000,2.6880E-005
1535.050000,2.2270E-005,1535.050000,2.2270E-005,1535.050000,2.2270E-005
1535.100000,1.8620E-005,1535.100000,1.8620E-005,1535.100000,1.8620E-005
1535.150000,1.5610E-005,1535.150000,1.5610E-005,1535.150000,1.5610E-005
1535.200000,1.3370E-005,1535.200000,1.3370E-005,1535.200000,1.3370E-005
1535.250000,1.1620E-005,1535.250000,1.1620E-005,1535.250000,1.1620E-005
1535.300000,1.0090E-005,1535.300000,1.0090E-005,1535.300000,1.0090E-005
1535.350000,8.9180E-006,1535.350000,8.9180E-006,1535.350000,8.9180E-006
1535.400000,8.0060E-006,1535.400000,8.0060E-006,1535.400000,8.0060E-006
1535.450000,7.2780E-006,1535.450000,7.2780E-006,1535.450000,7.2780E-006
1535.500000,6.6510E-006,1535.500000,6.6510E-006,1535.500000,6.6510E-006
1535.550000,6.0550E-006,1535.550000,6.0550E-006,1535.550000,6.0550E-006
1535.600000,5.7140E-006,1535.600000,5.7140E-006,1535.600000,5.7140E-006
1535.650000,5.2660E-006,1535.650000,5.2660E-006,1535.650000,5.2660E-006
1535.700000,4.9500E-006,1535.700000,4.9500E-006,1535.700000,4.9500E-006
1535.750000,4.6700E-006,1535.750000,4.6700E-006,1535.750000,4.6700E-006
1535.800000,4.4110E-006,1535.800000,4.4110E-006,1535.800000,4.4110E-006
1535.850000,4.1930E-006,1535.850000,4.1930E-006,1535.850000,4.1930E-006
1535.900000,3.9920E-006,1535.900000,3.9920E-006,1535.900000,3.9920E-006
1535.950000,3.7740E-006,1535.950000,3.7740E-006,1535.950000,3.7740E-006
1536.000000,3.6380E-006,1536.000000,3.6380E-006,1536.000000,3.6380E-006
1536.050000,3.4890E-006,1536.050000,3.4890E-006,1536.050000,3.4890E-006
1536.100000,3.3730E-006,1536.100000,3.3730E-006,1536.100000,3.3730E-006
1536.150000,3.2360E-006,1536.150000,3.2360E-006,1536.150000,3.2360E-006
1536.200000,3.1730E-006,1536.200000,3.1730E-006,1536.200000,3.1730E-006
1536.250000,3.0250E-006,1536.250000,3.0250E-006,1536.250000,3.0250E-006
1536.300000,2.9700E-006,1536.300000,2.9700E-006,1536.300000,2.9700E-006
1536.350000,2.9170E-006,1536.350000,2.9170E-006,1536.350000,2.9170E-006
1536.400000,2.7720E-006,1536.400000,2.7720E-006,1536.400000,2.7720E-006
1536.450000,2.7190E-006,1536.450000,2.7190E-006,1536.450000,2.7190E-006
1536.500000,2.7230E-006,1536.500000,2.7230E-006,1536.500000,2.7230E-006
1536.550000,2.5700E-006,1536.550000,2.5700E-006,1536.550000,2.5700E-006
1536.600000,2.5680E-006,1536.600000,2.5680E-006,1536.600000,2.5680E-006
1536.650000,2.4480E-006,1536.650000,2.4480E-006,1536.650000,2.4480E-006
1536.700000,2.4620E-006,1536.700000,2.4620E-006,1536.700000,2.4620E-006
1536.750000,2.4050E-006,1536.750000,2.4050E-006,1536.750000,2.4050E-006
1536.800000,2.4170E-006,1536.800000,2.4170E-006,1536.800000,2.4170E-006
1536.850000,2.3500E-006,1536.850000,2.3500E-006,1536.850000,2.3500E-006
1536.900000,2.2990E-006,1536.900000,2.2990E-006,1536.900000,2.2990E-006
1536.950000,2.2640E-006,1536.950000,2.2640E-006,1536.950000,2.2640E-006
1537.000000,2.2310E-006,1537.000000,2.2310E-006,1537.000000,2.2310E-006
1537.050000,2.2060E-006,1537.050000,2.2060E-006,1537.050000,2.2060E-006
1537.100000,2.1690E-006,1537.100000,2.1690E-006,1537.100000,2.1690E-006
1537.150000,2.1680E-006,1537.150000,2.1680E-006,1537.150000,2.1680E-006
1537.200000,2.1200E-006,1537.200000,2.1200E-006,1537.200000,2.1200E-006
1537.250000,2.1110E-006,1537.250000,2.1110E-006,1537.250000,2.1110E-006
1537.300000,2.0780E-006,1537.300000,2.0780E-006,1537.300000,2.0780E-006
1537.350000,2.0470E-006,1537.350000,2.0470E-006,1537.350000,2.0470E-006
1537.400000,2.0790E-006,1537.400000,2.0790E-006,1537.400000,2.0790E-006
1537.450000,2.0470E-006,1537.450000,2.0470E-006,1537.450000,2.0470E-006
1537.500000,2.0320E-006,1537.500000,2.0320E-006,1537.500000,2.0320E-006
1537.550000,2.0020E-006,1537.550000,2.0020E-006,1537.550000,2.0020E-006
1537.600000,2.0240E-006,1537.600000,2.0240E-006,1537.600000,2.0240E-006
1537.650000,2.0460E-006,1537.650000,2.0460E-006,1537.650000,2.0460E-006
1537.700000,1.9640E-006,1537.700000,1.9640E-006,1537.700000,1.9640E-006
1537.750000,1.9910E-006,1537.750000,1.9910E-006,1537.750000,1.9910E-006
1537.800000,2.0250E-006,1537.800000,2.0250E-006,1537.800000,2.0250E-006
1537.850000,2.0180E-006,1537.850000,2.0180E-006,1537.850000,2.0180E-006
1537.900000,2.0020E-006,1537.900000,2.0020E-006,1537.900000,2.0020E-006
1537.950000,1.9940E-006,1537.950000,1.9940E-006,1537.950000,1.9940E-006
1538.000000,2.0220E-006,1538.000000,2.0220E-006,1538.000000,2.0220E-006
1538.050000,2.0430E-006,1538.050000,2.0430E-006,1538.050000,2.0430E-006
