1521.400000,3.6170E-008,1521.400000,3.6170E-008,1521.400000,3.6170E-008
1521.450000,-8.1270E-009,1521.450000,-8.1270E-009,1521.450000,-8.1270E-009
1521.500000,-3.1480E-009,1521.500000,-3.1480E-009,1521.500000,-3.1480E-009
1521.550000,-7.3650E-009,1521.550000,-7.3650E-009,1521.550000,-7.3650E-009
1521.600000,4.0090E-008,1521.600000,4.0090E-008,1521.600000,4.0090E-008
1521.650000,-1.9000E-008,1521.650000,-1.9000E-008,1521.650000,-1.9000E-008
1521.700000,3.3330E-008,1521.700000,3.3330E-008,1521.700000,3.3330E-008
1521.750000,2.3470E-008,1521.750000,2.3470E-008,1521.750000,2.3470E-008
1521.800000,-2.8870E-009,1521.800000,-2.8870E-009,1521.800000,-2.8870E-009
1521.850000,6.4500E-009,1521.850000,6.4500E-009,1521.850000,6.4500E-009
1521.900000,-4.1690E-008,1521.900000,-4.1690E-008,1521.900000,-4.1690E-008
1521.950000,6.1220E-008,1521.950000,6.1220E-008,1521.950000,6.1220E-008
1522.000000,4.3960E-008,1522.000000,4.3960E-008,1522.000000,4.3960E-008
1522.050000,-1.8880E-008,1522.050000,-1.8880E-008,1522.050000,-1.8880E-008
1522.100000,2.6090E-008,1522.100000,2.6090E-008,1522.100000,2.6090E-008
1522.150000,3.0000E-008,1522.150000,3.0000E-008,1522.150000,3.0000E-008
1522.200000,4.9370E-009,1522.200000,4.9370E-009,1522.200000,4.9370E-009
1522.250000,-1.5010E-008,1522.250000,-1.5010E-008,1522.250000,-1.5010E-008
1522.300000,2.5050E-008,1522.300000,2.5050E-008,1522.300000,2.5050E-008
1522.350000,2.1930E-008,1522.350000,2.1930E-008,1522.350000,2.1930E-008
1522.400000,3.2120E-008,1522.400000,3.2120E-008,1522.400000,3.2120E-008
1522.450000,2.4620E-009,1522.450000,2.4620E-009,1522.450000,2.4620E-009
1522.500000,6.7220E-008,1522.500000,6.7220E-008,1522.500000,6.7220E-008
1522.550000,6.0540E-008,1522.550000,6.0540E-008,1522.550000,6.0540E-008
1522.600000,9.8050E-009,1522.600000,9.8050E-009,1522.600000,9.8050E-009
1522.650000,-2.5990E-008,1522.650000,-2.5990E-008,1522.650000,-2.5990E-008
1522.700000,6.4170E-008,1522.700000,6.4170E-008,1522.700000,6.4170E-008
1522.750000,8.5610E-009,1522.750000,8.5610E-009,1522.750000,8.5610E-009
1522.800000,3.6390E-008,1522.800000,3.6390E-008,1522.800000,3.6390E-008
1522.850000,3.5990E-008,1522.850000,3.5990E-008,1522.850000,3.5990E-008
1522.900000,3.7130E-009,1522.900000,3.7130E-009,1522.900000,3.7130E-009
1522.950000,2.5010E-008,1522.950000,2.5010E-008,1522.950000,2.5010E-008
1523.000000,3.7150E-008,1523.000000,3.7150E-008,1523.000000,3.7150E-008
1523.050000,-9.6030E-009,1523.050000,-9.6030E-009,1523.050000,-9.6030E-009
1523.100000,1.6330E-008,1523.100000,1.6330E-008,1523.100000,1.6330E-008
1523.150000,2.0130E-008,1523.150000,2.0130E-008,1523.150000,2.0130E-008
1523.200000,4.8840E-008,1523.200000,4.8840E-008,1523.200000,4.8840E-008
1523.250000,-2.3940E-010,1523.250000,-2.3940E-010,1523.250000,-2.3940E-010
1523.300000,-5.6490E-009,1523.300000,-5.6490E-009,1523.300000,-5.6490E-009
1523.350000,7.1970E-008,1523.350000,7.1970E-008,1523.350000,7.1970E-008
1523.400000,-4.1620E-008,1523.400000,-4.1620E-008,1523.400000,-4.1620E-008
1523.450000,2.5360E-008,1523.450000,2.5360E-008,1523.450000,2.5360E-008
1523.500000,3.7180E-008,1523.500000,3.7180E-008,1523.500000,3.7180E-008
1523.550000,4.2630E-008,1523.550000,4.2630E-008,1523.550000,4.2630E-008
1523.600000,5.2140E-008,1523.600000,5.2140E-008,1523.600000,5.2140E-008
1523.650000,4.1240E-008,1523.650000,4.1240E-008,1523.650000,4.1240E-008
1523.700000,4.3120E-008,1523.700000,4.3120E-008,1523.700000,4.3120E-008
1523.750000,-3.9730E-008,1523.750000,-3.9730E-008,1523.750000,-3.9730E-008
1523.800000,8.2870E-008,1523.800000,8.2870E-008,1523.800000,8.2870E-008
1523.850000,5.4410E-008,1523.850000,5.4410E-008,1523.850000,5.4410E-008
1523.900000,3.5580E-008,1523.900000,3.5580E-008,1523.900000,3.5580E-008
1523.950000,6.6190E-008,1523.950000,6.6190E-008,1523.950000,6.6190E-008
1524.000000,5.3200E-008,1524.000000,5.3200E-008,1524.000000,5.3200E-008
1524.050000,3.6490E-008,1524.050000,3.6490E-008,1524.050000,3.6490E-008
1524.100000,7.2220E-008,1524.100000,7.2220E-008,1524.100000,7.2220E-008
1524.150000,-7.9680E-009,1524.150000,-7.9680E-009,1524.150000,-7.9680E-009
1524.200000,7.4530E-008,1524.200000,7.4530E-008,1524.200000,7.4530E-008
1524.250000,1.7660E-008,1524.250000,1.7660E-008,1524.250000,1.7660E-008
1524.300000,2.1340E-008,1524.300000,2.1340E-008,1524.300000,2.1340E-008
1524.350000,6.6120E-008,1524.350000,6.6120E-008,1524.350000,6.6120E-008
1524.400000,2.1870E-008,1524.400000,2.1870E-008,1524.400000,2.1870E-008
1524.450000,9.3670E-009,1524.450000,9.3670E-009,1524.450000,9.3670E-009
1524.500000,2.8270E-008,1524.500000,2.8270E-008,1524.500000,2.8270E-008
1524.550000,2.6920E-008,1524.550000,2.6920E-008,1524.550000,2.6920E-008
1524.600000,4.9570E-008,1524.600000,4.9570E-008,1524.600000,4.9570E-008
1524.650000,4.6070E-008,1524.650000,4.6070E-008,1524.650000,4.6070E-008
1524.700000,4.8230E-008,1524.700000,4.8230E-008,1524.700000,4.8230E-008
1524.750000,3.7250E-008,1524.750000,3.7250E-008,1524.750000,3.7250E-008
1524.800000,3.2230E-008,1524.800000,3.2230E-008,1524.800000,3.2230E-008
1524.850000,5.5270E-008,1524.850000,5.5270E-008,1524.850000,5.5270E-008
1524.900000,4.0480E-008,1524.900000,4.0480E-008,1524.900000,4.0480E-008
1524.950000,6.2150E-008,1524.950000,6.2150E-008,1524.950000,6.2150E-008
1525.000000,1.1260E-008,1525.000000,1.1260E-008,1525.000000,1.1260E-008
1525.050000,8.0010E-008,1525.050000,8.0010E-008,1525.050000,8.0010E-008
1525.100000,1.2710E-008,1525.100000,1.2710E-008,1525.100000,1.2710E-008
1525.150000,5.4440E-008,1525.150000,5.4440E-008,1525.150000,5.4440E-008
1525.200000,4.9880E-008,1525.200000,4.9880E-008,1525.200000,4.9880E-008
1525.250000,1.0160E-007,1525.250000,1.0160E-007,1525.250000,1.0160E-007
1525.300000,3.0740E-008,1525.300000,3.0740E-008,1525.300000,3.0740E-008
1525.350000,1.2810E-008,1525.350000,1.2810E-008,1525.350000,1.2810E-008
1525.400000,2.0390E-008,1525.400000,2.0390E-008,1525.400000,2.0390E-008
1525.450000,4.3140E-008,1525.450000,4.3140E-008,1525.450000,4.3140E-008
1525.500000,4.7350E-008,1525.500000,4.7350E-008,1525.500000,4.7350E-008
1525.550000,2.1580E-008,1525.550000,2.1580E-008,1525.550000,2.1580E-008
1525.600000,5.7330E-008,1525.600000,5.7330E-008,1525.600000,5.7330E-008
1525.650000,6.6030E-008,1525.650000,6.6030E-008,1525.650000,6.6030E-008
1525.700000,2.2410E-008,1525.700000,2.2410E-008,1525.700000,2.2410E-008
1525.750000,3.0240E-008,1525.750000,3.0240E-008,1525.750000,3.0240E-008
1525.800000,5.4300E-008,1525.800000,5.4300E-008,1525.800000,5.4300E-008
1525.850000,1.6070E-008,1525.850000,1.6070E-008,1525.850000,1.6070E-008
1525.900000,6.1840E-008,1525.900000,6.1840E-008,1525.900000,6.1840E-008
1525.950000,2.3570E-008,1525.950000,2.3570E-008,1525.950000,2.3570E-008
1526.000000,8.8200E-008,1526.000000,8.8200E-008,1526.000000,8.8200E-008
1526.050000,6.1830E-008,1526.050000,6.1830E-008,1526.050000,6.1830E-008
1526.100000,6.8080E-008,1526.100000,6.8080E-008,1526.100000,6.8080E-008
1526.150000,4.7690E-008,1526.150000,4.7690E-008,1526.150000,4.7690E-008
1526.200000,1.0700E-007,1526.200000,1.0700E-007,1526.200000,1.0700E-007
1526.250000,9.9440E-008,1526.250000,9.9440E-008,1526.250000,9.9440E-008
1526.300000,8.5010E-008,1526.300000,8.5010E-008,1526.300000,8.5010E-008
1526.350000,5.9740E-008,1526.350000,5.9740E-008,1526.350000,5.9740E-008
1526.400000,-1.5270E-009,1526.400000,-1.5270E-009,1526.400000,-1.5270E-009
1526.450000,5.9050E-008,1526.450000,5.9050E-008,1526.450000,5.9050E-008
1526.500000,6.9600E-008,1526.500000,6.9600E-008,1526.500000,6.9600E-008
1526.550000,4.1150E-008,1526.550000,4.1150E-008,1526.550000,4.1150E-008
1526.600000,1.0260E-008,1526.600000,1.0260E-008,1526.600000,1.0260E-008
1526.650000,3.2410E-008,1526.650000,3.2410E-008,1526.650000,3.2410E-008
1526.700000,7.9350E-008,1526.700000,7.9350E-008,1526.700000,7.9350E-008
1526.750000,5.3390E-008,1526.750000,5.3390E-008,1526.750000,5.3390E-008
1526.800000,9.2640E-008,1526.800000,9.2640E-008,1526.800000,9.2640E-008
1526.850000,7.1740E-008,1526.850000,7.1740E-008,1526.850000,7.1740E-008
1526.900000,1.0780E-007,1526.900000,1.0780E-007,1526.900000,1.0780E-007
1526.950000,9.4430E-008,1526.950000,9.4430E-008,1526.950000,9.4430E-008
1527.000000,8.5220E-008,1527.000000,8.5220E-008,1527.000000,8.5220E-008
1527.050000,7.0120E-008,1527.050000,7.0120E-008,1527.050000,7.0120E-008
1527.100000,6.2850E-008,1527.100000,6.2850E-008,1527.100000,6.2850E-008
1527.150000,3.9610E-008,1527.150000,3.9610E-008,1527.150000,3.9610E-008
1527.200000,3.8890E-008,1527.200000,3.8890E-008,1527.200000,3.8890E-008
1527.250000,6.4030E-008,1527.250000,6.4030E-008,1527.250000,6.4030E-008
1527.300000,1.1230E-007,1527.300000,1.1230E-007,1527.300000,1.1230E-007
1527.350000,9.7570E-008,1527.350000,9.7570E-008,1527.350000,9.7570E-008
1527.400000,7.7910E-008,1527.400000,7.7910E-008,1527.400000,7.7910E-008
1527.450000,4.5270E-008,1527.450000,4.5270E-008,1527.450000,4.5270E-008
1527.500000,7.1550E-008,1527.500000,7.1550E-008,1527.500000,7.1550E-008
1527.550000,7.9160E-008,1527.550000,7.9160E-008,1527.550000,7.9160E-008
1527.600000,9.1220E-008,1527.600000,9.1220E-008,1527.600000,9.1220E-008
1527.650000,7.1840E-008,1527.650000,7.1840E-008,1527.650000,7.1840E-008
1527.700000,6.7150E-008,1527.700000,6.7150E-008,1527.700000,6.7150E-008
1527.750000,4.9750E-008,1527.750000,4.9750E-008,1527.750000,4.9750E-008
1527.800000,9.0900E-008,1527.800000,9.0900E-008,1527.800000,9.0900E-008
1527.850000,3.4330E-008,1527.850000,3.4330E-008,1527.850000,3.4330E-008
1527.900000,1.1430E-007,1527.900000,1.1430E-007,1527.900000,1.1430E-007
1527.950000,4.6730E-008,1527.950000,4.6730E-008,1527.950000,4.6730E-008
1528.000000,8.4580E-008,1528.000000,8.4580E-008,1528.000000,8.4580E-008
1528.050000,3.4680E-008,1528.050000,3.4680E-008,1528.050000,3.4680E-008
1528.100000,1.0170E-007,1528.100000,1.0170E-007,1528.100000,1.0170E-007
1528.150000,7.5410E-008,1528.150000,7.5410E-008,1528.150000,7.5410E-008
1528.200000,1.0080E-007,1528.200000,1.0080E-007,1528.200000,1.0080E-007
1528.250000,1.4870E-007,1528.250000,1.4870E-007,1528.250000,1.4870E-007
1528.300000,8.8560E-008,1528.300000,8.8560E-008,1528.300000,8.8560E-008
1528.350000,7.6430E-008,1528.350000,7.6430E-008,1528.350000,7.6430E-008
1528.400000,1.0250E-007,1528.400000,1.0250E-007,1528.400000,1.0250E-007
1528.450000,1.3780E-007,1528.450000,1.3780E-007,1528.450000,1.3780E-007
1528.500000,8.4790E-008,1528.500000,8.4790E-008,1528.500000,8.4790E-008
1528.550000,8.1080E-008,1528.550000,8.1080E-008,1528.550000,8.1080E-008
1528.600000,7.2460E-008,1528.600000,7.2460E-008,1528.600000,7.2460E-008
1528.650000,8.8340E-008,1528.650000,8.8340E-008,1528.650000,8.8340E-008
1528.700000,1.2910E-007,1528.700000,1.2910E-007,1528.700000,1.2910E-007
1528.750000,9.5610E-008,1528.750000,9.5610E-008,1528.750000,9.5610E-008
1528.800000,8.8140E-008,1528.800000,8.8140E-008,1528.800000,8.8140E-008
1528.850000,9.0700E-008,1528.850000,9.0700E-008,1528.850000,9.0700E-008
1528.900000,1.2330E-007,1528.900000,1.2330E-007,1528.900000,1.2330E-007
1528.950000,1.3860E-007,1528.950000,1.3860E-007,1528.950000,1.3860E-007
1529.000000,1.4110E-007,1529.000000,1.4110E-007,1529.000000,1.4110E-007
1529.050000,1.1300E-007,1529.050000,1.1300E-007,1529.050000,1.1300E-007
1529.100000,1.1700E-007,1529.100000,1.1700E-007,1529.100000,1.1700E-007
1529.150000,6.7540E-008,1529.150000,6.7540E-008,1529.150000,6.7540E-008
1529.200000,8.4920E-008,1529.200000,8.4920E-008,1529.200000,8.4920E-008
1529.250000,1.0020E-007,1529.250000,1.0020E-007,1529.250000,1.0020E-007
1529.300000,5.9930E-008,1529.300000,5.9930E-008,1529.300000,5.9930E-008
1529.350000,1.4230E-007,1529.350000,1.4230E-007,1529.350000,1.4230E-007
1529.400000,1.1540E-007,1529.400000,1.1540E-007,1529.400000,1.1540E-007
1529.450000,9.2300E-008,1529.450000,9.2300E-008,1529.450000,9.2300E-008
1529.500000,9.2100E-008,1529.500000,9.2100E-008,1529.500000,9.2100E-008
1529.550000,1.3200E-007,1529.550000,1.3200E-007,1529.550000,1.3200E-007
1529.600000,1.1430E-007,1529.600000,1.1430E-007,1529.600000,1.1430E-007
1529.650000,1.3410E-007,1529.650000,1.3410E-007,1529.650000,1.3410E-007
1529.700000,1.0820E-007,1529.700000,1.0820E-007,1529.700000,1.0820E-007
1529.750000,1.1650E-007,1529.750000,1.1650E-007,1529.750000,1.1650E-007
1529.800000,9.3870E-008,1529.800000,9.3870E-008,1529.800000,9.3870E-008
1529.850000,1.7130E-007,1529.850000,1.7130E-007,1529.850000,1.7130E-007
1529.900000,6.6880E-008,1529.900000,6.6880E-008,1529.900000,6.6880E-008
1529.950000,9.9000E-008,1529.950000,9.9000E-008,1529.950000,9.9000E-008
1530.000000,1.1060E-007,1530.000000,1.1060E-007,1530.000000,1.1060E-007
1530.050000,1.0210E-007,1530.050000,1.0210E-007,1530.050000,1.0210E-007
1530.100000,1.2140E-007,1530.100000,1.2140E-007,1530.100000,1.2140E-007
1530.150000,1.5150E-007,1530.150000,1.5150E-007,1530.150000,1.5150E-007
1530.200000,1.2920E-007,1530.200000,1.2920E-007,1530.200000,1.2920E-007
1530.250000,1.4840E-007,1530.250000,1.4840E-007,1530.250000,1.4840E-007
1530.300000,7.0040E-008,1530.300000,7.0040E-008,1530.300000,7.0040E-008
1530.350000,1.1270E-007,1530.350000,1.1270E-007,1530.350000,1.1270E-007
1530.400000,1.7970E-007,1530.400000,1.7970E-007,1530.400000,1.7970E-007
1530.450000,9.6820E-008,1530.450000,9.6820E-008,1530.450000,9.6820E-008
1530.500000,1.8050E-007,1530.500000,1.8050E-007,1530.500000,1.8050E-007
1530.550000,1.1840E-007,1530.550000,1.1840E-007,1530.550000,1.1840E-007
1530.600000,1.6060E-007,1530.600000,1.6060E-007,1530.600000,1.6060E-007
1530.650000,1.2420E-007,1530.650000,1.2420E-007,1530.650000,1.2420E-007
1530.700000,1.1500E-007,1530.700000,1.1500E-007,1530.700000,1.1500E-007
1530.750000,1.7970E-007,1530.750000,1.7970E-007,1530.750000,1.7970E-007
1530.800000,1.2670E-007,1530.800000,1.2670E-007,1530.800000,1.2670E-007
1530.850000,1.8680E-007,1530.850000,1.8680E-007,1530.850000,1.8680E-007
1530.900000,1.6040E-007,1530.900000,1.6040E-007,1530.900000,1.6040E-007
1530.950000,1.6320E-007,1530.950000,1.6320E-007,1530.950000,1.6320E-007
1531.000000,1.5720E-007,1531.000000,1.5720E-007,1531.000000,1.5720E-007
1531.050000,1.7340E-007,1531.050000,1.7340E-007,1531.050000,1.7340E-007
1531.100000,1.7260E-007,1531.100000,1.7260E-007,1531.100000,1.7260E-007
1531.150000,1.5290E-007,1531.150000,1.5290E-007,1531.150000,1.5290E-007
1531.200000,1.4430E-007,1531.200000,1.4430E-007,1531.200000,1.4430E-007
1531.250000,1.8750E-007,1531.250000,1.8750E-007,1531.250000,1.8750E-007
1531.300000,1.4070E-007,1531.300000,1.4070E-007,1531.300000,1.4070E-007
1531.350000,2.1390E-007,1531.350000,2.1390E-007,1531.350000,2.1390E-007
1531.400000,1.2780E-007,1531.400000,1.2780E-007,1531.400000,1.2780E-007
1531.450000,2.1640E-007,1531.450000,2.1640E-007,1531.450000,2.1640E-007
1531.500000,1.9020E-007,1531.500000,1.9020E-007,1531.500000,1.9020E-007
1531.550000,1.9510E-007,1531.550000,1.9510E-007,1531.550000,1.9510E-007
1531.600000,1.4300E-007,1531.600000,1.4300E-007,1531.600000,1.4300E-007
1531.650000,1.3670E-007,1531.650000,1.3670E-007,1531.650000,1.3670E-007
1531.700000,1.7860E-007,1531.700000,1.7860E-007,1531.700000,1.7860E-007
1531.750000,2.0010E-007,1531.750000,2.0010E-007,1531.750000,2.0010E-007
1531.800000,1.9090E-007,1531.800000,1.9090E-007,1531.800000,1.9090E-007
1531.850000,1.9610E-007,1531.850000,1.9610E-007,1531.850000,1.9610E-007
1531.900000,2.4750E-007,1531.900000,2.4750E-007,1531.900000,2.4750E-007
1531.950000,1.6600E-007,1531.950000,1.6600E-007,1531.950000,1.6600E-007
1532.000000,2.1010E-007,1532.000000,2.1010E-007,1532.000000,2.1010E-007
1532.050000,2.0390E-007,1532.050000,2.0390E-007,1532.050000,2.0390E-007
1532.100000,1.9880E-007,1532.100000,1.9880E-007,1532.100000,1.9880E-007
1532.150000,2.4070E-007,1532.150000,2.4070E-007,1532.150000,2.4070E-007
1532.200000,1.7000E-007,1532.200000,1.7000E-007,1532.200000,1.7000E-007
1532.250000,2.3610E-007,1532.250000,2.3610E-007,1532.250000,2.3610E-007
1532.300000,2.1650E-007,1532.300000,2.1650E-007,1532.300000,2.1650E-007
1532.350000,2.3310E-007,1532.350000,2.3310E-007,1532.350000,2.3310E-007
1532.400000,2.2040E-007,1532.400000,2.2040E-007,1532.400000,2.2040E-007
1532.450000,1.7550E-007,1532.450000,1.7550E-007,1532.450000,1.7550E-007
1532.500000,2.1140E-007,1532.500000,2.1140E-007,1532.500000,2.1140E-007
1532.550000,1.6570E-007,1532.550000,1.6570E-007,1532.550000,1.6570E-007
1532.600000,2.2780E-007,1532.600000,2.2780E-007,1532.600000,2.2780E-007
1532.650000,2.3000E-007,1532.650000,2.3000E-007,1532.650000,2.3000E-007
1532.700000,1.9640E-007,1532.700000,1.9640E-007,1532.700000,1.9640E-007
1532.750000,2.1150E-007,1532.750000,2.1150E-007,1532.750000,2.1150E-007
1532.800000,2.3390E-007,1532.800000,2.3390E-007,1532.800000,2.3390E-007
1532.850000,2.1630E-007,1532.850000,2.1630E-007,1532.850000,2.1630E-007
1532.900000,2.2730E-007,1532.900000,2.2730E-007,1532.900000,2.2730E-007
1532.950000,2.5520E-007,1532.950000,2.5520E-007,1532.950000,2.5520E-007
1533.000000,2.0700E-007,1533.000000,2.0700E-007,1533.000000,2.0700E-007
1533.050000,2.4990E-007,1533.050000,2.4990E-007,1533.050000,2.4990E-007
1533.100000,2.2550E-007,1533.100000,2.2550E-007,1533.100000,2.2550E-007
1533.150000,2.1650E-007,1533.150000,2.1650E-007,1533.150000,2.1650E-007
1533.200000,2.6800E-007,1533.200000,2.6800E-007,1533.200000,2.6800E-007
1533.250000,2.3980E-007,1533.250000,2.3980E-007,1533.250000,2.3980E-007
1533.300000,2.5290E-007,1533.300000,2.5290E-007,1533.300000,2.5290E-007
1533.350000,2.4480E-007,1533.350000,2.4480E-007,1533.350000,2.4480E-007
1533.400000,2.4990E-007,1533.400000,2.4990E-007,1533.400000,2.4990E-007
1533.450000,2.4950E-007,1533.450000,2.4950E-007,1533.450000,2.4950E-007
1533.500000,2.9500E-007,1533.500000,2.9500E-007,1533.500000,2.9500E-007
1533.550000,2.2470E-007,1533.550000,2.2470E-007,1533.550000,2.2470E-007
1533.600000,2.6940E-007,1533.600000,2.6940E-007,1533.600000,2.6940E-007
1533.650000,2.7090E-007,1533.650000,2.7090E-007,1533.650000,2.7090E-007
1533.700000,2.6650E-007,1533.700000,2.6650E-007,1533.700000,2.6650E-007
1533.750000,2.6260E-007,1533.750000,2.6260E-007,1533.750000,2.6260E-007
1533.800000,2.6280E-007,1533.800000,2.6280E-007,1533.800000,2.6280E-007
1533.850000,3.1660E-007,1533.850000,3.1660E-007,1533.850000,3.1660E-007
1533.900000,2.5940E-007,1533.900000,2.5940E-007,1533.900000,2.5940E-007
1533.950000,2.7680E-007,1533.950000,2.7680E-007,1533.950000,2.7680E-007
1534.000000,3.1630E-007,1534.000000,3.1630E-007,1534.000000,3.1630E-007
1534.050000,2.6480E-007,1534.050000,2.6480E-007,1534.050000,2.6480E-007
1534.100000,2.9100E-007,1534.100000,2.9100E-007,1534.100000,2.9100E-007
1534.150000,2.7810E-007,1534.150000,2.7810E-007,1534.150000,2.7810E-007
1534.200000,2.5050E-007,1534.200000,2.5050E-007,1534.200000,2.5050E-007
1534.250000,2.9710E-007,1534.250000,2.9710E-007,1534.250000,2.9710E-007
1534.300000,2.4160E-007,1534.300000,2.4160E-007,1534.300000,2.4160E-007
1534.350000,2.3950E-007,1534.350000,2.3950E-007,1534.350000,2.3950E-007
1534.400000,2.6140E-007,1534.400000,2.6140E-007,1534.400000,2.6140E-007
1534.450000,3.0160E-007,1534.450000,3.0160E-007,1534.450000,3.0160E-007
1534.500000,2.7080E-007,1534.500000,2.7080E-007,1534.500000,2.7080E-007
1534.550000,2.4950E-007,1534.550000,2.4950E-007,1534.550000,2.4950E-007
1534.600000,2.8020E-007,1534.600000,2.8020E-007,1534.600000,2.8020E-007
1534.650000,2.5350E-007,1534.650000,2.5350E-007,1534.650000,2.5350E-007
1534.700000,2.6510E-007,1534.700000,2.6510E-007,1534.700000,2.6510E-007
1534.750000,3.1340E-007,1534.750000,3.1340E-007,1534.750000,3.1340E-007
1534.800000,3.1220E-007,1534.800000,3.1220E-007,1534.800000,3.1220E-007
1534.850000,2.8540E-007,1534.850000,2.8540E-007,1534.850000,2.8540E-007
1534.900000,2.6830E-007,1534.900000,2.6830E-007,1534.900000,2.6830E-007
1534.950000,3.3580E-007,1534.950000,3.3580E-007,1534.950000,3.3580E-007
1535.000000,2.9170E-007,1535.000000,2.9170E-007,1535.000000,2.9170E-007
1535.050000,2.4270E-007,1535.050000,2.4270E-007,1535.050000,2.4270E-007
1535.100000,2.6580E-007,1535.100000,2.6580E-007,1535.100000,2.6580E-007
1535.150000,2.8220E-007,1535.150000,2.8220E-007,1535.150000,2.8220E-007
1535.200000,3.1660E-007,1535.200000,3.1660E-007,1535.200000,3.1660E-007
1535.250000,3.1160E-007,1535.250000,3.1160E-007,1535.250000,3.1160E-007
1535.300000,2.5500E-007,1535.300000,2.5500E-007,1535.300000,2.5500E-007
1535.350000,2.8240E-007,1535.350000,2.8240E-007,1535.350000,2.8240E-007
1535.400000,2.5380E-007,1535.400000,2.5380E-007,1535.400000,2.5380E-007
1535.450000,2.8650E-007,1535.450000,2.8650E-007,1535.450000,2.8650E-007
1535.500000,2.7830E-007,1535.500000,2.7830E-007,1535.500000,2.7830E-007
1535.550000,2.9920E-007,1535.550000,2.9920E-007,1535.550000,2.9920E-007
1535.600000,2.5750E-007,1535.600000,2.5750E-007,1535.600000,2.5750E-007
1535.650000,3.1960E-007,1535.650000,3.1960E-007,1535.650000,3.1960E-007
1535.700000,3.1320E-007,1535.700000,3.1320E-007,1535.700000,3.1320E-007
1535.750000,2.4940E-007,1535.750000,2.4940E-007,1535.750000,2.4940E-007
1535.800000,3.0090E-007,1535.800000,3.0090E-007,1535.800000,3.0090E-007
1535.850000,2.1990E-007,1535.850000,2.1990E-007,1535.850000,2.1990E-007
1535.900000,2.5110E-007,1535.900000,2.5110E-007,1535.900000,2.5110E-007
1535.950000,2.8930E-007,1535.950000,2.8930E-007,1535.950000,2.8930E-007
1536.000000,2.9750E-007,1536.000000,2.9750E-007,1536.000000,2.9750E-007
1536.050000,2.5490E-007,1536.050000,2.5490E-007,1536.050000,2.5490E-007
1536.100000,2.9400E-007,1536.100000,2.9400E-007,1536.100000,2.9400E-007
1536.150000,2.6150E-007,1536.150000,2.6150E-007,1536.150000,2.6150E-007
1536.200000,2.4170E-007,1536.200000,2.4170E-007,1536.200000,2.4170E-007
1536.250000,2.6720E-007,1536.250000,2.6720E-007,1536.250000,2.6720E-007
1536.300000,2.3150E-007,1536.300000,2.3150E-007,1536.300000,2.3150E-007
1536.350000,2.6380E-007,1536.350000,2.6380E-007,1536.350000,2.6380E-007
1536.400000,3.2590E-007,1536.400000,3.2590E-007,1536.400000,3.2590E-007
1536.450000,2.5250E-007,1536.450000,2.5250E-007,1536.450000,2.5250E-007
1536.500000,2.6010E-007,1536.500000,2.6010E-007,1536.500000,2.6010E-007
1536.550000,2.6280E-007,1536.550000,2.6280E-007,1536.550000,2.6280E-007
1536.600000,2.5010E-007,1536.600000,2.5010E-007,1536.600000,2.5010E-007
1536.650000,1.9300E-007,1536.650000,1.9300E-007,1536.650000,1.9300E-007
1536.700000,2.9990E-007,1536.700000,2.9990E-007,1536.700000,2.9990E-007
1536.750000,2.7460E-007,1536.750000,2.7460E-007,1536.750000,2.7460E-007
1536.800000,2.4650E-007,1536.800000,2.4650E-007,1536.800000,2.4650E-007
1536.850000,2.3410E-007,1536.850000,2.3410E-007,1536.850000,2.3410E-007
1536.900000,2.3590E-007,1536.900000,2.3590E-007,1536.900000,2.3590E-007
1536.950000,2.5040E-007,1536.950000,2.5040E-007,1536.950000,2.5040E-007
1537.000000,2.2580E-007,1537.000000,2.2580E-007,1537.000000,2.2580E-007
1537.050000,2.2910E-007,1537.050000,2.2910E-007,1537.050000,2.2910E-007
1537.100000,2.3310E-007,1537.100000,2.3310E-007,1537.100000,2.3310E-007
1537.150000,2.3440E-007,1537.150000,2.3440E-007,1537.150000,2.3440E-007
1537.200000,2.4870E-007,1537.200000,2.4870E-007,1537.200000,2.4870E-007
1537.250000,2.5440E-007,1537.250000,2.5440E-007,1537.250000,2.5440E-007
1537.300000,2.3050E-007,1537.300000,2.3050E-007,1537.300000,2.3050E-007
1537.350000,2.0350E-007,1537.350000,2.0350E-007,1537.350000,2.0350E-007
1537.400000,2.3730E-007,1537.400000,2.3730E-007,1537.400000,2.3730E-007
1537.450000,2.9310E-007,1537.450000,2.9310E-007,1537.450000,2.9310E-007
1537.500000,2.1250E-007,1537.500000,2.1250E-007,1537.500000,2.1250E-007
1537.550000,2.3210E-007,1537.550000,2.3210E-007,1537.550000,2.3210E-007
1537.600000,2.3080E-007,1537.600000,2.3080E-007,1537.600000,2.3080E-007
1537.650000,2.0890E-007,1537.650000,2.0890E-007,1537.650000,2.0890E-007
1537.700000,2.5480E-007,1537.700000,2.5480E-007,1537.700000,2.5480E-007
1537.750000,2.3680E-007,1537.750000,2.3680E-007,1537.750000,2.3680E-007
1537.800000,1.8330E-007,1537.800000,1.8330E-007,1537.800000,1.8330E-007
1537.850000,2.1970E-007,1537.850000,2.1970E-007,1537.850000,2.1970E-007
1537.900000,1.9360E-007,1537.900000,1.9360E-007,1537.900000,1.9360E-007
1537.950000,2.2220E-007,1537.950000,2.2220E-007,1537.950000,2.2220E-007
