1521.400000,5.7520E-009,1521.400000,5.7520E-009,1521.400000,5.7520E-009
1521.450000,2.7530E-008,1521.450000,2.7530E-008,1521.450000,2.7530E-008
1521.500000,2.8320E-010,1521.500000,2.8320E-010,1521.500000,2.8320E-010
1521.550000,7.8120E-009,1521.550000,7.8120E-009,1521.550000,7.8120E-009
1521.600000,4.9920E-008,1521.600000,4.9920E-008,1521.600000,4.9920E-008
1521.650000,-1.3300E-008,1521.650000,-1.3300E-008,1521.650000,-1.3300E-008
1521.700000,6.9170E-008,1521.700000,6.9170E-008,1521.700000,6.9170E-008
1521.750000,-8.0620E-010,1521.750000,-8.0620E-010,1521.750000,-8.0620E-010
1521.800000,-1.3690E-008,1521.800000,-1.3690E-008,1521.800000,-1.3690E-008
1521.850000,-2.2550E-009,1521.850000,-2.2550E-009,1521.850000,-2.2550E-009
1521.900000,3.4080E-008,1521.900000,3.4080E-008,1521.900000,3.4080E-008
1521.950000,1.0510E-008,1521.950000,1.0510E-008,1521.950000,1.0510E-008
1522.000000,-1.4920E-008,1522.000000,-1.4920E-008,1522.000000,-1.4920E-008
1522.050000,4.0430E-008,1522.050000,4.0430E-008,1522.050000,4.0430E-008
1522.100000,1.2270E-008,1522.100000,1.2270E-008,1522.100000,1.2270E-008
1522.150000,1.7680E-008,1522.150000,1.7680E-008,1522.150000,1.7680E-008
1522.200000,-1.2380E-008,1522.200000,-1.2380E-008,1522.200000,-1.2380E-008
1522.250000,1.4870E-008,1522.250000,1.4870E-008,1522.250000,1.4870E-008
1522.300000,5.2310E-008,1522.300000,5.2310E-008,1522.300000,5.2310E-008
1522.350000,3.7140E-008,1522.350000,3.7140E-008,1522.350000,3.7140E-008
1522.400000,5.2710E-008,1522.400000,5.2710E-008,1522.400000,5.2710E-008
1522.450000,5.1740E-008,1522.450000,5.1740E-008,1522.450000,5.1740E-008
1522.500000,2.9030E-008,1522.500000,2.9030E-008,1522.500000,2.9030E-008
1522.550000,5.6540E-009,1522.550000,5.6540E-009,1522.550000,5.6540E-009
1522.600000,3.4690E-008,1522.600000,3.4690E-008,1522.600000,3.4690E-008
1522.650000,-9.6950E-009,1522.650000,-9.6950E-009,1522.650000,-9.6950E-009
1522.700000,5.3200E-008,1522.700000,5.3200E-008,1522.700000,5.3200E-008
1522.750000,1.0110E-007,1522.750000,1.0110E-007,1522.750000,1.0110E-007
1522.800000,3.0190E-008,1522.800000,3.0190E-008,1522.800000,3.0190E-008
1522.850000,4.1050E-009,1522.850000,4.1050E-009,1522.850000,4.1050E-009
1522.900000,8.2440E-009,1522.900000,8.2440E-009,1522.900000,8.2440E-009
1522.950000,5.9530E-008,1522.950000,5.9530E-008,1522.950000,5.9530E-008
1523.000000,5.7740E-008,1523.000000,5.7740E-008,1523.000000,5.7740E-008
1523.050000,3.4270E-008,1523.050000,3.4270E-008,1523.050000,3.4270E-008
1523.100000,5.8260E-008,1523.100000,5.8260E-008,1523.100000,5.8260E-008
1523.150000,8.7170E-008,1523.150000,8.7170E-008,1523.150000,8.7170E-008
1523.200000,3.2630E-008,1523.200000,3.2630E-008,1523.200000,3.2630E-008
1523.250000,-2.8230E-008,1523.250000,-2.8230E-008,1523.250000,-2.8230E-008
1523.300000,1.4830E-008,1523.300000,1.4830E-008,1523.300000,1.4830E-008
1523.350000,5.3300E-008,1523.350000,5.3300E-008,1523.350000,5.3300E-008
1523.400000,4.8830E-008,1523.400000,4.8830E-008,1523.400000,4.8830E-008
1523.450000,4.0500E-008,1523.450000,4.0500E-008,1523.450000,4.0500E-008
1523.500000,3.0520E-008,1523.500000,3.0520E-008,1523.500000,3.0520E-008
1523.550000,2.2410E-008,1523.550000,2.2410E-008,1523.550000,2.2410E-008
1523.600000,3.7460E-008,1523.600000,3.7460E-008,1523.600000,3.7460E-008
1523.650000,7.2420E-008,1523.650000,7.2420E-008,1523.650000,7.2420E-008
1523.700000,1.6700E-008,1523.700000,1.6700E-008,1523.700000,1.6700E-008
1523.750000,2.1780E-008,1523.750000,2.1780E-008,1523.750000,2.1780E-008
1523.800000,3.1570E-008,1523.800000,3.1570E-008,1523.800000,3.1570E-008
1523.850000,3.8450E-008,1523.850000,3.8450E-008,1523.850000,3.8450E-008
1523.900000,3.0800E-008,1523.900000,3.0800E-008,1523.900000,3.0800E-008
1523.950000,7.1390E-008,1523.950000,7.1390E-008,1523.950000,7.1390E-008
1524.000000,4.7870E-008,1524.000000,4.7870E-008,1524.000000,4.7870E-008
1524.050000,1.5360E-008,1524.050000,1.5360E-008,1524.050000,1.5360E-008
1524.100000,4.9360E-008,1524.100000,4.9360E-008,1524.100000,4.9360E-008
1524.150000,4.9680E-009,1524.150000,4.9680E-009,1524.150000,4.9680E-009
1524.200000,-3.8790E-008,1524.200000,-3.8790E-008,1524.200000,-3.8790E-008
1524.250000,5.8210E-008,1524.250000,5.8210E-008,1524.250000,5.8210E-008
1524.300000,2.3910E-008,1524.300000,2.3910E-008,1524.300000,2.3910E-008
1524.350000,2.2110E-008,1524.350000,2.2110E-008,1524.350000,2.2110E-008
1524.400000,-4.2380E-010,1524.400000,-4.2380E-010,1524.400000,-4.2380E-010
1524.450000,2.5790E-008,1524.450000,2.5790E-008,1524.450000,2.5790E-008
1524.500000,-4.8560E-009,1524.500000,-4.8560E-009,1524.500000,-4.8560E-009
1524.550000,3.1490E-008,1524.550000,3.1490E-008,1524.550000,3.1490E-008
1524.600000,2.1580E-008,1524.600000,2.1580E-008,1524.600000,2.1580E-008
1524.650000,4.2540E-008,1524.650000,4.2540E-008,1524.650000,4.2540E-008
1524.700000,2.0420E-008,1524.700000,2.0420E-008,1524.700000,2.0420E-008
1524.750000,1.0690E-008,1524.750000,1.0690E-008,1524.750000,1.0690E-008
1524.800000,7.6710E-008,1524.800000,7.6710E-008,1524.800000,7.6710E-008
1524.850000,8.1960E-008,1524.850000,8.1960E-008,1524.850000,8.1960E-008
1524.900000,2.8700E-008,1524.900000,2.8700E-008,1524.900000,2.8700E-008
1524.950000,2.8460E-008,1524.950000,2.8460E-008,1524.950000,2.8460E-008
1525.000000,5.2760E-008,1525.000000,5.2760E-008,1525.000000,5.2760E-008
1525.050000,2.7950E-008,1525.050000,2.7950E-008,1525.050000,2.7950E-008
1525.100000,1.2750E-008,1525.100000,1.2750E-008,1525.100000,1.2750E-008
1525.150000,2.7010E-008,1525.150000,2.7010E-008,1525.150000,2.7010E-008
1525.200000,7.7020E-008,1525.200000,7.7020E-008,1525.200000,7.7020E-008
1525.250000,5.3700E-008,1525.250000,5.3700E-008,1525.250000,5.3700E-008
1525.300000,5.4270E-009,1525.300000,5.4270E-009,1525.300000,5.4270E-009
1525.350000,6.6230E-008,1525.350000,6.6230E-008,1525.350000,6.6230E-008
1525.400000,2.0020E-008,1525.400000,2.0020E-008,1525.400000,2.0020E-008
1525.450000,-1.7980E-008,1525.450000,-1.7980E-008,1525.450000,-1.7980E-008
1525.500000,4.7430E-008,1525.500000,4.7430E-008,1525.500000,4.7430E-008
1525.550000,5.1170E-008,1525.550000,5.1170E-008,1525.550000,5.1170E-008
1525.600000,3.7800E-008,1525.600000,3.7800E-008,1525.600000,3.7800E-008
1525.650000,5.7010E-008,1525.650000,5.7010E-008,1525.650000,5.7010E-008
1525.700000,6.5920E-008,1525.700000,6.5920E-008,1525.700000,6.5920E-008
1525.750000,4.9030E-008,1525.750000,4.9030E-008,1525.750000,4.9030E-008
1525.800000,6.6070E-008,1525.800000,6.6070E-008,1525.800000,6.6070E-008
1525.850000,1.4630E-008,1525.850000,1.4630E-008,1525.850000,1.4630E-008
1525.900000,4.8700E-008,1525.900000,4.8700E-008,1525.900000,4.8700E-008
1525.950000,3.8000E-008,1525.950000,3.8000E-008,1525.950000,3.8000E-008
1526.000000,7.8030E-008,1526.000000,7.8030E-008,1526.000000,7.8030E-008
1526.050000,1.1450E-007,1526.050000,1.1450E-007,1526.050000,1.1450E-007
1526.100000,3.2850E-008,1526.100000,3.2850E-008,1526.100000,3.2850E-008
1526.150000,6.1860E-008,1526.150000,6.1860E-008,1526.150000,6.1860E-008
1526.200000,1.1060E-008,1526.200000,1.1060E-008,1526.200000,1.1060E-008
1526.250000,2.9380E-008,1526.250000,2.9380E-008,1526.250000,2.9380E-008
1526.300000,1.0320E-007,1526.300000,1.0320E-007,1526.300000,1.0320E-007
1526.350000,2.5790E-008,1526.350000,2.5790E-008,1526.350000,2.5790E-008
1526.400000,4.1150E-008,1526.400000,4.1150E-008,1526.400000,4.1150E-008
1526.450000,7.6290E-008,1526.450000,7.6290E-008,1526.450000,7.6290E-008
1526.500000,5.1680E-008,1526.500000,5.1680E-008,1526.500000,5.1680E-008
1526.550000,2.0800E-008,1526.550000,2.0800E-008,1526.550000,2.0800E-008
1526.600000,1.0230E-007,1526.600000,1.0230E-007,1526.600000,1.0230E-007
1526.650000,5.0130E-008,1526.650000,5.0130E-008,1526.650000,5.0130E-008
1526.700000,7.7230E-008,1526.700000,7.7230E-008,1526.700000,7.7230E-008
1526.750000,-5.3060E-009,1526.750000,-5.3060E-009,1526.750000,-5.3060E-009
1526.800000,8.3890E-008,1526.800000,8.3890E-008,1526.800000,8.3890E-008
1526.850000,2.7700E-008,1526.850000,2.7700E-008,1526.850000,2.7700E-008
1526.900000,6.3480E-008,1526.900000,6.3480E-008,1526.900000,6.3480E-008
1526.950000,8.9860E-008,1526.950000,8.9860E-008,1526.950000,8.9860E-008
1527.000000,9.0220E-008,1527.000000,9.0220E-008,1527.000000,9.0220E-008
1527.050000,5.1820E-008,1527.050000,5.1820E-008,1527.050000,5.1820E-008
1527.100000,4.4080E-008,1527.100000,4.4080E-008,1527.100000,4.4080E-008
1527.150000,7.8490E-008,1527.150000,7.8490E-008,1527.150000,7.8490E-008
1527.200000,5.0680E-008,1527.200000,5.0680E-008,1527.200000,5.0680E-008
1527.250000,6.7840E-008,1527.250000,6.7840E-008,1527.250000,6.7840E-008
1527.300000,8.7360E-008,1527.300000,8.7360E-008,1527.300000,8.7360E-008
1527.350000,1.0090E-007,1527.350000,1.0090E-007,1527.350000,1.0090E-007
1527.400000,5.2420E-008,1527.400000,5.2420E-008,1527.400000,5.2420E-008
1527.450000,6.5110E-008,1527.450000,6.5110E-008,1527.450000,6.5110E-008
1527.500000,9.2950E-008,1527.500000,9.2950E-008,1527.500000,9.2950E-008
1527.550000,7.3360E-008,1527.550000,7.3360E-008,1527.550000,7.3360E-008
1527.600000,6.7660E-008,1527.600000,6.7660E-008,1527.600000,6.7660E-008
1527.650000,7.3260E-008,1527.650000,7.3260E-008,1527.650000,7.3260E-008
1527.700000,1.2020E-007,1527.700000,1.2020E-007,1527.700000,1.2020E-007
1527.750000,7.9950E-008,1527.750000,7.9950E-008,1527.750000,7.9950E-008
1527.800000,9.4550E-008,1527.800000,9.4550E-008,1527.800000,9.4550E-008
1527.850000,9.1560E-008,1527.850000,9.1560E-008,1527.850000,9.1560E-008
1527.900000,5.2960E-008,1527.900000,5.2960E-008,1527.900000,5.2960E-008
1527.950000,3.7640E-008,1527.950000,3.7640E-008,1527.950000,3.7640E-008
1528.000000,9.5680E-008,1528.000000,9.5680E-008,1528.000000,9.5680E-008
1528.050000,1.0170E-007,1528.050000,1.0170E-007,1528.050000,1.0170E-007
1528.100000,1.3300E-007,1528.100000,1.3300E-007,1528.100000,1.3300E-007
1528.150000,6.6440E-008,1528.150000,6.6440E-008,1528.150000,6.6440E-008
1528.200000,8.1820E-008,1528.200000,8.1820E-008,1528.200000,8.1820E-008
1528.250000,9.2130E-008,1528.250000,9.2130E-008,1528.250000,9.2130E-008
1528.300000,9.0410E-008,1528.300000,9.0410E-008,1528.300000,9.0410E-008
1528.350000,9.3340E-008,1528.350000,9.3340E-008,1528.350000,9.3340E-008
1528.400000,8.8080E-008,1528.400000,8.8080E-008,1528.400000,8.8080E-008
1528.450000,9.7480E-008,1528.450000,9.7480E-008,1528.450000,9.7480E-008
1528.500000,6.3990E-008,1528.500000,6.3990E-008,1528.500000,6.3990E-008
1528.550000,6.7140E-008,1528.550000,6.7140E-008,1528.550000,6.7140E-008
1528.600000,1.1530E-007,1528.600000,1.1530E-007,1528.600000,1.1530E-007
1528.650000,4.1200E-008,1528.650000,4.1200E-008,1528.650000,4.1200E-008
1528.700000,8.3480E-008,1528.700000,8.3480E-008,1528.700000,8.3480E-008
1528.750000,8.6970E-008,1528.750000,8.6970E-008,1528.750000,8.6970E-008
1528.800000,1.3850E-007,1528.800000,1.3850E-007,1528.800000,1.3850E-007
1528.850000,1.2140E-007,1528.850000,1.2140E-007,1528.850000,1.2140E-007
1528.900000,1.1910E-007,1528.900000,1.1910E-007,1528.900000,1.1910E-007
1528.950000,1.2870E-007,1528.950000,1.2870E-007,1528.950000,1.2870E-007
1529.000000,1.2380E-007,1529.000000,1.2380E-007,1529.000000,1.2380E-007
1529.050000,1.1140E-007,1529.050000,1.1140E-007,1529.050000,1.1140E-007
1529.100000,1.3020E-007,1529.100000,1.3020E-007,1529.100000,1.3020E-007
1529.150000,8.9450E-008,1529.150000,8.9450E-008,1529.150000,8.9450E-008
1529.200000,1.3320E-007,1529.200000,1.3320E-007,1529.200000,1.3320E-007
1529.250000,1.0970E-007,1529.250000,1.0970E-007,1529.250000,1.0970E-007
1529.300000,1.8020E-007,1529.300000,1.8020E-007,1529.300000,1.8020E-007
1529.350000,1.3190E-007,1529.350000,1.3190E-007,1529.350000,1.3190E-007
1529.400000,8.9890E-008,1529.400000,8.9890E-008,1529.400000,8.9890E-008
1529.450000,1.3600E-007,1529.450000,1.3600E-007,1529.450000,1.3600E-007
1529.500000,1.2140E-007,1529.500000,1.2140E-007,1529.500000,1.2140E-007
1529.550000,1.2380E-007,1529.550000,1.2380E-007,1529.550000,1.2380E-007
1529.600000,1.7470E-007,1529.600000,1.7470E-007,1529.600000,1.7470E-007
1529.650000,7.9940E-008,1529.650000,7.9940E-008,1529.650000,7.9940E-008
1529.700000,1.1240E-007,1529.700000,1.1240E-007,1529.700000,1.1240E-007
1529.750000,1.2890E-007,1529.750000,1.2890E-007,1529.750000,1.2890E-007
1529.800000,1.1390E-007,1529.800000,1.1390E-007,1529.800000,1.1390E-007
1529.850000,1.4260E-007,1529.850000,1.4260E-007,1529.850000,1.4260E-007
1529.900000,1.3600E-007,1529.900000,1.3600E-007,1529.900000,1.3600E-007
1529.950000,1.1740E-007,1529.950000,1.1740E-007,1529.950000,1.1740E-007
1530.000000,1.2720E-007,1530.000000,1.2720E-007,1530.000000,1.2720E-007
1530.050000,1.3860E-007,1530.050000,1.3860E-007,1530.050000,1.3860E-007
1530.100000,1.2150E-007,1530.100000,1.2150E-007,1530.100000,1.2150E-007
1530.150000,1.3310E-007,1530.150000,1.3310E-007,1530.150000,1.3310E-007
1530.200000,1.1380E-007,1530.200000,1.1380E-007,1530.200000,1.1380E-007
1530.250000,1.4020E-007,1530.250000,1.4020E-007,1530.250000,1.4020E-007
1530.300000,1.2460E-007,1530.300000,1.2460E-007,1530.300000,1.2460E-007
1530.350000,1.1240E-007,1530.350000,1.1240E-007,1530.350000,1.1240E-007
1530.400000,1.8030E-007,1530.400000,1.8030E-007,1530.400000,1.8030E-007
1530.450000,6.4760E-008,1530.450000,6.4760E-008,1530.450000,6.4760E-008
1530.500000,1.4090E-007,1530.500000,1.4090E-007,1530.500000,1.4090E-007
1530.550000,1.1740E-007,1530.550000,1.1740E-007,1530.550000,1.1740E-007
1530.600000,1.5970E-007,1530.600000,1.5970E-007,1530.600000,1.5970E-007
1530.650000,1.6020E-007,1530.650000,1.6020E-007,1530.650000,1.6020E-007
1530.700000,1.4310E-007,1530.700000,1.4310E-007,1530.700000,1.4310E-007
1530.750000,1.4330E-007,1530.750000,1.4330E-007,1530.750000,1.4330E-007
1530.800000,1.8430E-007,1530.800000,1.8430E-007,1530.800000,1.8430E-007
1530.850000,1.4160E-007,1530.850000,1.4160E-007,1530.850000,1.4160E-007
1530.900000,1.3480E-007,1530.900000,1.3480E-007,1530.900000,1.3480E-007
1530.950000,1.6650E-007,1530.950000,1.6650E-007,1530.950000,1.6650E-007
1531.000000,1.4290E-007,1531.000000,1.4290E-007,1531.000000,1.4290E-007
1531.050000,1.9070E-007,1531.050000,1.9070E-007,1531.050000,1.9070E-007
1531.100000,1.1680E-007,1531.100000,1.1680E-007,1531.100000,1.1680E-007
1531.150000,1.8480E-007,1531.150000,1.8480E-007,1531.150000,1.8480E-007
1531.200000,1.3970E-007,1531.200000,1.3970E-007,1531.200000,1.3970E-007
1531.250000,1.5240E-007,1531.250000,1.5240E-007,1531.250000,1.5240E-007
1531.300000,1.5150E-007,1531.300000,1.5150E-007,1531.300000,1.5150E-007
1531.350000,1.7540E-007,1531.350000,1.7540E-007,1531.350000,1.7540E-007
1531.400000,1.2930E-007,1531.400000,1.2930E-007,1531.400000,1.2930E-007
1531.450000,2.0510E-007,1531.450000,2.0510E-007,1531.450000,2.0510E-007
1531.500000,1.9130E-007,1531.500000,1.9130E-007,1531.500000,1.9130E-007
1531.550000,1.3290E-007,1531.550000,1.3290E-007,1531.550000,1.3290E-007
1531.600000,1.6870E-007,1531.600000,1.6870E-007,1531.600000,1.6870E-007
1531.650000,1.8480E-007,1531.650000,1.8480E-007,1531.650000,1.8480E-007
1531.700000,2.0720E-007,1531.700000,2.0720E-007,1531.700000,2.0720E-007
1531.750000,1.7840E-007,1531.750000,1.7840E-007,1531.750000,1.7840E-007
1531.800000,1.8860E-007,1531.800000,1.8860E-007,1531.800000,1.8860E-007
1531.850000,2.4960E-007,1531.850000,2.4960E-007,1531.850000,2.4960E-007
1531.900000,1.8790E-007,1531.900000,1.8790E-007,1531.900000,1.8790E-007
1531.950000,1.7750E-007,1531.950000,1.7750E-007,1531.950000,1.7750E-007
1532.000000,1.9990E-007,1532.000000,1.9990E-007,1532.000000,1.9990E-007
1532.050000,1.7660E-007,1532.050000,1.7660E-007,1532.050000,1.7660E-007
1532.100000,2.1030E-007,1532.100000,2.1030E-007,1532.100000,2.1030E-007
1532.150000,1.8400E-007,1532.150000,1.8400E-007,1532.150000,1.8400E-007
1532.200000,2.4480E-007,1532.200000,2.4480E-007,1532.200000,2.4480E-007
1532.250000,2.2070E-007,1532.250000,2.2070E-007,1532.250000,2.2070E-007
1532.300000,1.5900E-007,1532.300000,1.5900E-007,1532.300000,1.5900E-007
1532.350000,1.9860E-007,1532.350000,1.9860E-007,1532.350000,1.9860E-007
1532.400000,2.3370E-007,1532.400000,2.3370E-007,1532.400000,2.3370E-007
1532.450000,2.2260E-007,1532.450000,2.2260E-007,1532.450000,2.2260E-007
1532.500000,1.9310E-007,1532.500000,1.9310E-007,1532.500000,1.9310E-007
1532.550000,2.3960E-007,1532.550000,2.3960E-007,1532.550000,2.3960E-007
1532.600000,2.1610E-007,1532.600000,2.1610E-007,1532.600000,2.1610E-007
1532.650000,2.4880E-007,1532.650000,2.4880E-007,1532.650000,2.4880E-007
1532.700000,2.3560E-007,1532.700000,2.3560E-007,1532.700000,2.3560E-007
1532.750000,2.1850E-007,1532.750000,2.1850E-007,1532.750000,2.1850E-007
1532.800000,2.1480E-007,1532.800000,2.1480E-007,1532.800000,2.1480E-007
1532.850000,1.8070E-007,1532.850000,1.8070E-007,1532.850000,1.8070E-007
1532.900000,2.4850E-007,1532.900000,2.4850E-007,1532.900000,2.4850E-007
1532.950000,2.8520E-007,1532.950000,2.8520E-007,1532.950000,2.8520E-007
1533.000000,1.9690E-007,1533.000000,1.9690E-007,1533.000000,1.9690E-007
1533.050000,2.3600E-007,1533.050000,2.3600E-007,1533.050000,2.3600E-007
1533.100000,2.3430E-007,1533.100000,2.3430E-007,1533.100000,2.3430E-007
1533.150000,2.5260E-007,1533.150000,2.5260E-007,1533.150000,2.5260E-007
1533.200000,2.6480E-007,1533.200000,2.6480E-007,1533.200000,2.6480E-007
1533.250000,3.1600E-007,1533.250000,3.1600E-007,1533.250000,3.1600E-007
1533.300000,2.3050E-007,1533.300000,2.3050E-007,1533.300000,2.3050E-007
1533.350000,2.1640E-007,1533.350000,2.1640E-007,1533.350000,2.1640E-007
1533.400000,2.9540E-007,1533.400000,2.9540E-007,1533.400000,2.9540E-007
1533.450000,2.6500E-007,1533.450000,2.6500E-007,1533.450000,2.6500E-007
1533.500000,2.5740E-007,1533.500000,2.5740E-007,1533.500000,2.5740E-007
1533.550000,2.7630E-007,1533.550000,2.7630E-007,1533.550000,2.7630E-007
1533.600000,3.0960E-007,1533.600000,3.0960E-007,1533.600000,3.0960E-007
1533.650000,2.5860E-007,1533.650000,2.5860E-007,1533.650000,2.5860E-007
1533.700000,2.9360E-007,1533.700000,2.9360E-007,1533.700000,2.9360E-007
1533.750000,2.8910E-007,1533.750000,2.8910E-007,1533.750000,2.8910E-007
1533.800000,2.7010E-007,1533.800000,2.7010E-007,1533.800000,2.7010E-007
1533.850000,2.8300E-007,1533.850000,2.8300E-007,1533.850000,2.8300E-007
1533.900000,2.7380E-007,1533.900000,2.7380E-007,1533.900000,2.7380E-007
1533.950000,3.0900E-007,1533.950000,3.0900E-007,1533.950000,3.0900E-007
1534.000000,2.7530E-007,1534.000000,2.7530E-007,1534.000000,2.7530E-007
1534.050000,2.9860E-007,1534.050000,2.9860E-007,1534.050000,2.9860E-007
1534.100000,2.7770E-007,1534.100000,2.7770E-007,1534.100000,2.7770E-007
1534.150000,2.4080E-007,1534.150000,2.4080E-007,1534.150000,2.4080E-007
1534.200000,2.7750E-007,1534.200000,2.7750E-007,1534.200000,2.7750E-007
1534.250000,2.4760E-007,1534.250000,2.4760E-007,1534.250000,2.4760E-007
1534.300000,2.8770E-007,1534.300000,2.8770E-007,1534.300000,2.8770E-007
1534.350000,2.5810E-007,1534.350000,2.5810E-007,1534.350000,2.5810E-007
1534.400000,2.9300E-007,1534.400000,2.9300E-007,1534.400000,2.9300E-007
1534.450000,2.4930E-007,1534.450000,2.4930E-007,1534.450000,2.4930E-007
1534.500000,2.7110E-007,1534.500000,2.7110E-007,1534.500000,2.7110E-007
1534.550000,3.3440E-007,1534.550000,3.3440E-007,1534.550000,3.3440E-007
1534.600000,3.4170E-007,1534.600000,3.4170E-007,1534.600000,3.4170E-007
1534.650000,2.9320E-007,1534.650000,2.9320E-007,1534.650000,2.9320E-007
1534.700000,2.8570E-007,1534.700000,2.8570E-007,1534.700000,2.8570E-007
1534.750000,2.5540E-007,1534.750000,2.5540E-007,1534.750000,2.5540E-007
1534.800000,2.7770E-007,1534.800000,2.7770E-007,1534.800000,2.7770E-007
1534.850000,2.7640E-007,1534.850000,2.7640E-007,1534.850000,2.7640E-007
1534.900000,3.0040E-007,1534.900000,3.0040E-007,1534.900000,3.0040E-007
1534.950000,2.8350E-007,1534.950000,2.8350E-007,1534.950000,2.8350E-007
1535.000000,2.5270E-007,1535.000000,2.5270E-007,1535.000000,2.5270E-007
1535.050000,2.8420E-007,1535.050000,2.8420E-007,1535.050000,2.8420E-007
1535.100000,2.4270E-007,1535.100000,2.4270E-007,1535.100000,2.4270E-007
1535.150000,2.9810E-007,1535.150000,2.9810E-007,1535.150000,2.9810E-007
1535.200000,3.3510E-007,1535.200000,3.3510E-007,1535.200000,3.3510E-007
1535.250000,2.8020E-007,1535.250000,2.8020E-007,1535.250000,2.8020E-007
1535.300000,3.1420E-007,1535.300000,3.1420E-007,1535.300000,3.1420E-007
1535.350000,2.9940E-007,1535.350000,2.9940E-007,1535.350000,2.9940E-007
1535.400000,2.5370E-007,1535.400000,2.5370E-007,1535.400000,2.5370E-007
1535.450000,2.4390E-007,1535.450000,2.4390E-007,1535.450000,2.4390E-007
1535.500000,3.1440E-007,1535.500000,3.1440E-007,1535.500000,3.1440E-007
1535.550000,2.3980E-007,1535.550000,2.3980E-007,1535.550000,2.3980E-007
1535.600000,2.7300E-007,1535.600000,2.7300E-007,1535.600000,2.7300E-007
1535.650000,2.5160E-007,1535.650000,2.5160E-007,1535.650000,2.5160E-007
1535.700000,2.8130E-007,1535.700000,2.8130E-007,1535.700000,2.8130E-007
1535.750000,2.4780E-007,1535.750000,2.4780E-007,1535.750000,2.4780E-007
1535.800000,2.4430E-007,1535.800000,2.4430E-007,1535.800000,2.4430E-007
1535.850000,2.5310E-007,1535.850000,2.5310E-007,1535.850000,2.5310E-007
1535.900000,3.0510E-007,1535.900000,3.0510E-007,1535.900000,3.0510E-007
1535.950000,3.1830E-007,1535.950000,3.1830E-007,1535.950000,3.1830E-007
1536.000000,2.9260E-007,1536.000000,2.9260E-007,1536.000000,2.9260E-007
1536.050000,2.5620E-007,1536.050000,2.5620E-007,1536.050000,2.5620E-007
1536.100000,2.2780E-007,1536.100000,2.2780E-007,1536.100000,2.2780E-007
1536.150000,2.4510E-007,1536.150000,2.4510E-007,1536.150000,2.4510E-007
1536.200000,2.8690E-007,1536.200000,2.8690E-007,1536.200000,2.8690E-007
1536.250000,2.1770E-007,1536.250000,2.1770E-007,1536.250000,2.1770E-007
1536.300000,2.7160E-007,1536.300000,2.7160E-007,1536.300000,2.7160E-007
1536.350000,2.7030E-007,1536.350000,2.7030E-007,1536.350000,2.7030E-007
1536.400000,2.2510E-007,1536.400000,2.2510E-007,1536.400000,2.2510E-007
1536.450000,2.6930E-007,1536.450000,2.6930E-007,1536.450000,2.6930E-007
1536.500000,2.3860E-007,1536.500000,2.3860E-007,1536.500000,2.3860E-007
1536.550000,2.2750E-007,1536.550000,2.2750E-007,1536.550000,2.2750E-007
1536.600000,2.7090E-007,1536.600000,2.7090E-007,1536.600000,2.7090E-007
1536.650000,2.4530E-007,1536.650000,2.4530E-007,1536.650000,2.4530E-007
1536.700000,2.5290E-007,1536.700000,2.5290E-007,1536.700000,2.5290E-007
1536.750000,1.9960E-007,1536.750000,1.9960E-007,1536.750000,1.9960E-007
1536.800000,2.1170E-007,1536.800000,2.1170E-007,1536.800000,2.1170E-007
1536.850000,2.6710E-007,1536.850000,2.6710E-007,1536.850000,2.6710E-007
1536.900000,2.2910E-007,1536.900000,2.2910E-007,1536.900000,2.2910E-007
1536.950000,2.6040E-007,1536.950000,2.6040E-007,1536.950000,2.6040E-007
1537.000000,2.3540E-007,1537.000000,2.3540E-007,1537.000000,2.3540E-007
1537.050000,2.6220E-007,1537.050000,2.6220E-007,1537.050000,2.6220E-007
1537.100000,2.8190E-007,1537.100000,2.8190E-007,1537.100000,2.8190E-007
1537.150000,2.0840E-007,1537.150000,2.0840E-007,1537.150000,2.0840E-007
1537.200000,2.8220E-007,1537.200000,2.8220E-007,1537.200000,2.8220E-007
1537.250000,2.0040E-007,1537.250000,2.0040E-007,1537.250000,2.0040E-007
1537.300000,2.2910E-007,1537.300000,2.2910E-007,1537.300000,2.2910E-007
1537.350000,2.3660E-007,1537.350000,2.3660E-007,1537.350000,2.3660E-007
1537.400000,2.4460E-007,1537.400000,2.4460E-007,1537.400000,2.4460E-007
1537.450000,2.2240E-007,1537.450000,2.2240E-007,1537.450000,2.2240E-007
1537.500000,2.2850E-007,1537.500000,2.2850E-007,1537.500000,2.2850E-007
1537.550000,2.4520E-007,1537.550000,2.4520E-007,1537.550000,2.4520E-007
1537.600000,1.9450E-007,1537.600000,1.9450E-007,1537.600000,1.9450E-007
1537.650000,2.2650E-007,1537.650000,2.2650E-007,1537.650000,2.2650E-007
1537.700000,2.5180E-007,1537.700000,2.5180E-007,1537.700000,2.5180E-007
1537.750000,2.5440E-007,1537.750000,2.5440E-007,1537.750000,2.5440E-007
1537.800000,1.7590E-007,1537.800000,1.7590E-007,1537.800000,1.7590E-007
1537.850000,1.9660E-007,1537.850000,1.9660E-007,1537.850000,1.9660E-007
1537.900000,2.1830E-007,1537.900000,2.1830E-007,1537.900000,2.1830E-007
1537.950000,2.4810E-007,1537.950000,2.4810E-007,1537.950000,2.4810E-007
