1521.500000,9.5750E-008,1521.500000,9.5750E-008,1521.500000,9.5750E-008
1521.550000,5.1640E-008,1521.550000,5.1640E-008,1521.550000,5.1640E-008
1521.600000,1.5330E-007,1521.600000,1.5330E-007,1521.600000,1.5330E-007
1521.650000,9.6500E-008,1521.650000,9.6500E-008,1521.650000,9.6500E-008
1521.700000,1.0110E-007,1521.700000,1.0110E-007,1521.700000,1.0110E-007
1521.750000,1.1420E-007,1521.750000,1.1420E-007,1521.750000,1.1420E-007
1521.800000,1.2570E-007,1521.800000,1.2570E-007,1521.800000,1.2570E-007
1521.850000,7.0810E-008,1521.850000,7.0810E-008,1521.850000,7.0810E-008
1521.900000,1.2470E-007,1521.900000,1.2470E-007,1521.900000,1.2470E-007
1521.950000,1.1460E-007,1521.950000,1.1460E-007,1521.950000,1.1460E-007
1522.000000,9.8890E-008,1522.000000,9.8890E-008,1522.000000,9.8890E-008
1522.050000,1.5030E-007,1522.050000,1.5030E-007,1522.050000,1.5030E-007
1522.100000,1.2630E-007,1522.100000,1.2630E-007,1522.100000,1.2630E-007
1522.150000,8.8370E-008,1522.150000,8.8370E-008,1522.150000,8.8370E-008
1522.200000,9.2630E-008,1522.200000,9.2630E-008,1522.200000,9.2630E-008
1522.250000,8.7040E-008,1522.250000,8.7040E-008,1522.250000,8.7040E-008
1522.300000,1.1470E-007,1522.300000,1.1470E-007,1522.300000,1.1470E-007
1522.350000,1.0910E-007,1522.350000,1.0910E-007,1522.350000,1.0910E-007
1522.400000,9.8900E-008,1522.400000,9.8900E-008,1522.400000,9.8900E-008
1522.450000,1.4220E-007,1522.450000,1.4220E-007,1522.450000,1.4220E-007
1522.500000,6.4210E-008,1522.500000,6.4210E-008,1522.500000,6.4210E-008
1522.550000,8.8780E-008,1522.550000,8.8780E-008,1522.550000,8.8780E-008
1522.600000,1.0640E-007,1522.600000,1.0640E-007,1522.600000,1.0640E-007
1522.650000,1.0730E-007,1522.650000,1.0730E-007,1522.650000,1.0730E-007
1522.700000,5.2890E-008,1522.700000,5.2890E-008,1522.700000,5.2890E-008
1522.750000,1.1390E-007,1522.750000,1.1390E-007,1522.750000,1.1390E-007
1522.800000,8.8030E-008,1522.800000,8.8030E-008,1522.800000,8.8030E-008
1522.850000,1.2280E-007,1522.850000,1.2280E-007,1522.850000,1.2280E-007
1522.900000,7.2500E-008,1522.900000,7.2500E-008,1522.900000,7.2500E-008
1522.950000,9.4090E-008,1522.950000,9.4090E-008,1522.950000,9.4090E-008
1523.000000,5.4280E-008,1523.000000,5.4280E-008,1523.000000,5.4280E-008
1523.050000,5.1080E-008,1523.050000,5.1080E-008,1523.050000,5.1080E-008
1523.100000,5.4730E-008,1523.100000,5.4730E-008,1523.100000,5.4730E-008
1523.150000,2.8770E-008,1523.150000,2.8770E-008,1523.150000,2.8770E-008
1523.200000,9.2580E-008,1523.200000,9.2580E-008,1523.200000,9.2580E-008
1523.250000,5.7770E-008,1523.250000,5.7770E-008,1523.250000,5.7770E-008
1523.300000,5.8240E-008,1523.300000,5.8240E-008,1523.300000,5.8240E-008
1523.350000,5.9030E-008,1523.350000,5.9030E-008,1523.350000,5.9030E-008
1523.400000,3.4300E-008,1523.400000,3.4300E-008,1523.400000,3.4300E-008
1523.450000,-4.8740E-009,1523.450000,-4.8740E-009,1523.450000,-4.8740E-009
1523.500000,4.1050E-008,1523.500000,4.1050E-008,1523.500000,4.1050E-008
1523.550000,6.9250E-008,1523.550000,6.9250E-008,1523.550000,6.9250E-008
1523.600000,4.8190E-008,1523.600000,4.8190E-008,1523.600000,4.8190E-008
1523.650000,2.2410E-008,1523.650000,2.2410E-008,1523.650000,2.2410E-008
1523.700000,5.9730E-008,1523.700000,5.9730E-008,1523.700000,5.9730E-008
1523.750000,5.5740E-008,1523.750000,5.5740E-008,1523.750000,5.5740E-008
1523.800000,5.6530E-008,1523.800000,5.6530E-008,1523.800000,5.6530E-008
1523.850000,3.1290E-008,1523.850000,3.1290E-008,1523.850000,3.1290E-008
1523.900000,8.8240E-008,1523.900000,8.8240E-008,1523.900000,8.8240E-008
1523.950000,4.4020E-008,1523.950000,4.4020E-008,1523.950000,4.4020E-008
1524.000000,6.7090E-008,1524.000000,6.7090E-008,1524.000000,6.7090E-008
1524.050000,7.3610E-008,1524.050000,7.3610E-008,1524.050000,7.3610E-008
1524.100000,4.3420E-008,1524.100000,4.3420E-008,1524.100000,4.3420E-008
1524.150000,4.0910E-008,1524.150000,4.0910E-008,1524.150000,4.0910E-008
1524.200000,6.1090E-008,1524.200000,6.1090E-008,1524.200000,6.1090E-008
1524.250000,-2.7090E-008,1524.250000,-2.7090E-008,1524.250000,-2.7090E-008
1524.300000,4.9200E-008,1524.300000,4.9200E-008,1524.300000,4.9200E-008
1524.350000,5.4790E-008,1524.350000,5.4790E-008,1524.350000,5.4790E-008
1524.400000,5.5810E-008,1524.400000,5.5810E-008,1524.400000,5.5810E-008
1524.450000,5.2860E-008,1524.450000,5.2860E-008,1524.450000,5.2860E-008
1524.500000,6.4750E-008,1524.500000,6.4750E-008,1524.500000,6.4750E-008
1524.550000,3.6660E-008,1524.550000,3.6660E-008,1524.550000,3.6660E-008
1524.600000,6.2390E-008,1524.600000,6.2390E-008,1524.600000,6.2390E-008
1524.650000,2.1140E-008,1524.650000,2.1140E-008,1524.650000,2.1140E-008
1524.700000,5.6620E-008,1524.700000,5.6620E-008,1524.700000,5.6620E-008
1524.750000,4.1220E-008,1524.750000,4.1220E-008,1524.750000,4.1220E-008
1524.800000,5.3810E-008,1524.800000,5.3810E-008,1524.800000,5.3810E-008
1524.850000,2.4400E-008,1524.850000,2.4400E-008,1524.850000,2.4400E-008
1524.900000,5.0750E-008,1524.900000,5.0750E-008,1524.900000,5.0750E-008
1524.950000,7.5570E-009,1524.950000,7.5570E-009,1524.950000,7.5570E-009
1525.000000,4.1080E-008,1525.000000,4.1080E-008,1525.000000,4.1080E-008
1525.050000,8.5160E-008,1525.050000,8.5160E-008,1525.050000,8.5160E-008
1525.100000,3.2070E-008,1525.100000,3.2070E-008,1525.100000,3.2070E-008
1525.150000,4.7590E-008,1525.150000,4.7590E-008,1525.150000,4.7590E-008
1525.200000,-1.6230E-008,1525.200000,-1.6230E-008,1525.200000,-1.6230E-008
1525.250000,3.7390E-008,1525.250000,3.7390E-008,1525.250000,3.7390E-008
1525.300000,6.1860E-008,1525.300000,6.1860E-008,1525.300000,6.1860E-008
1525.350000,3.2350E-008,1525.350000,3.2350E-008,1525.350000,3.2350E-008
1525.400000,6.0470E-008,1525.400000,6.0470E-008,1525.400000,6.0470E-008
1525.450000,9.6440E-008,1525.450000,9.6440E-008,1525.450000,9.6440E-008
1525.500000,7.9770E-008,1525.500000,7.9770E-008,1525.500000,7.9770E-008
1525.550000,9.4050E-008,1525.550000,9.4050E-008,1525.550000,9.4050E-008
1525.600000,1.1110E-007,1525.600000,1.1110E-007,1525.600000,1.1110E-007
1525.650000,3.5290E-008,1525.650000,3.5290E-008,1525.650000,3.5290E-008
1525.700000,1.2170E-007,1525.700000,1.2170E-007,1525.700000,1.2170E-007
1525.750000,7.5160E-008,1525.750000,7.5160E-008,1525.750000,7.5160E-008
1525.800000,8.6480E-008,1525.800000,8.6480E-008,1525.800000,8.6480E-008
1525.850000,5.2220E-008,1525.850000,5.2220E-008,1525.850000,5.2220E-008
1525.900000,6.7580E-008,1525.900000,6.7580E-008,1525.900000,6.7580E-008
1525.950000,1.1500E-007,1525.950000,1.1500E-007,1525.950000,1.1500E-007
1526.000000,6.8520E-008,1526.000000,6.8520E-008,1526.000000,6.8520E-008
1526.050000,7.0480E-008,1526.050000,7.0480E-008,1526.050000,7.0480E-008
1526.100000,8.3810E-008,1526.100000,8.3810E-008,1526.100000,8.3810E-008
1526.150000,6.8800E-008,1526.150000,6.8800E-008,1526.150000,6.8800E-008
1526.200000,9.1030E-008,1526.200000,9.1030E-008,1526.200000,9.1030E-008
1526.250000,1.2000E-007,1526.250000,1.2000E-007,1526.250000,1.2000E-007
1526.300000,1.0900E-007,1526.300000,1.0900E-007,1526.300000,1.0900E-007
1526.350000,7.1350E-008,1526.350000,7.1350E-008,1526.350000,7.1350E-008
1526.400000,1.3190E-007,1526.400000,1.3190E-007,1526.400000,1.3190E-007
1526.450000,1.5340E-007,1526.450000,1.5340E-007,1526.450000,1.5340E-007
1526.500000,1.2920E-007,1526.500000,1.2920E-007,1526.500000,1.2920E-007
1526.550000,1.6270E-007,1526.550000,1.6270E-007,1526.550000,1.6270E-007
1526.600000,1.3930E-007,1526.600000,1.3930E-007,1526.600000,1.3930E-007
1526.650000,1.5760E-007,1526.650000,1.5760E-007,1526.650000,1.5760E-007
1526.700000,1.7850E-007,1526.700000,1.7850E-007,1526.700000,1.7850E-007
1526.750000,1.6440E-007,1526.750000,1.6440E-007,1526.750000,1.6440E-007
1526.800000,1.6380E-007,1526.800000,1.6380E-007,1526.800000,1.6380E-007
1526.850000,1.7160E-007,1526.850000,1.7160E-007,1526.850000,1.7160E-007
1526.900000,2.1850E-007,1526.900000,2.1850E-007,1526.900000,2.1850E-007
1526.950000,2.2920E-007,1526.950000,2.2920E-007,1526.950000,2.2920E-007
1527.000000,2.2920E-007,1527.000000,2.2920E-007,1527.000000,2.2920E-007
1527.050000,2.5960E-007,1527.050000,2.5960E-007,1527.050000,2.5960E-007
1527.100000,3.2620E-007,1527.100000,3.2620E-007,1527.100000,3.2620E-007
1527.150000,2.8820E-007,1527.150000,2.8820E-007,1527.150000,2.8820E-007
1527.200000,3.2160E-007,1527.200000,3.2160E-007,1527.200000,3.2160E-007
1527.250000,3.2260E-007,1527.250000,3.2260E-007,1527.250000,3.2260E-007
1527.300000,3.4080E-007,1527.300000,3.4080E-007,1527.300000,3.4080E-007
1527.350000,4.2440E-007,1527.350000,4.2440E-007,1527.350000,4.2440E-007
1527.400000,4.0110E-007,1527.400000,4.0110E-007,1527.400000,4.0110E-007
1527.450000,4.3460E-007,1527.450000,4.3460E-007,1527.450000,4.3460E-007
1527.500000,4.2100E-007,1527.500000,4.2100E-007,1527.500000,4.2100E-007
1527.550000,4.5860E-007,1527.550000,4.5860E-007,1527.550000,4.5860E-007
1527.600000,5.0500E-007,1527.600000,5.0500E-007,1527.600000,5.0500E-007
1527.650000,4.7730E-007,1527.650000,4.7730E-007,1527.650000,4.7730E-007
1527.700000,4.8100E-007,1527.700000,4.8100E-007,1527.700000,4.8100E-007
1527.750000,4.9100E-007,1527.750000,4.9100E-007,1527.750000,4.9100E-007
1527.800000,5.0710E-007,1527.800000,5.0710E-007,1527.800000,5.0710E-007
1527.850000,5.1710E-007,1527.850000,5.1710E-007,1527.850000,5.1710E-007
1527.900000,4.7280E-007,1527.900000,4.7280E-007,1527.900000,4.7280E-007
1527.950000,4.4990E-007,1527.950000,4.4990E-007,1527.950000,4.4990E-007
1528.000000,4.5470E-007,1528.000000,4.5470E-007,1528.000000,4.5470E-007
1528.050000,4.2290E-007,1528.050000,4.2290E-007,1528.050000,4.2290E-007
1528.100000,4.4670E-007,1528.100000,4.4670E-007,1528.100000,4.4670E-007
1528.150000,4.2730E-007,1528.150000,4.2730E-007,1528.150000,4.2730E-007
1528.200000,3.7070E-007,1528.200000,3.7070E-007,1528.200000,3.7070E-007
1528.250000,3.7800E-007,1528.250000,3.7800E-007,1528.250000,3.7800E-007
1528.300000,3.3950E-007,1528.300000,3.3950E-007,1528.300000,3.3950E-007
1528.350000,3.6230E-007,1528.350000,3.6230E-007,1528.350000,3.6230E-007
1528.400000,3.2370E-007,1528.400000,3.2370E-007,1528.400000,3.2370E-007
1528.450000,2.8870E-007,1528.450000,2.8870E-007,1528.450000,2.8870E-007
1528.500000,2.9130E-007,1528.500000,2.9130E-007,1528.500000,2.9130E-007
1528.550000,3.4080E-007,1528.550000,3.4080E-007,1528.550000,3.4080E-007
1528.600000,3.2100E-007,1528.600000,3.2100E-007,1528.600000,3.2100E-007
1528.650000,2.6410E-007,1528.650000,2.6410E-007,1528.650000,2.6410E-007
1528.700000,3.2620E-007,1528.700000,3.2620E-007,1528.700000,3.2620E-007
1528.750000,3.0060E-007,1528.750000,3.0060E-007,1528.750000,3.0060E-007
1528.800000,2.6580E-007,1528.800000,2.6580E-007,1528.800000,2.6580E-007
1528.850000,3.0790E-007,1528.850000,3.0790E-007,1528.850000,3.0790E-007
1528.900000,2.8440E-007,1528.900000,2.8440E-007,1528.900000,2.8440E-007
1528.950000,2.5820E-007,1528.950000,2.5820E-007,1528.950000,2.5820E-007
1529.000000,3.5210E-007,1529.000000,3.5210E-007,1529.000000,3.5210E-007
1529.050000,2.5500E-007,1529.050000,2.5500E-007,1529.050000,2.5500E-007
1529.100000,2.9250E-007,1529.100000,2.9250E-007,1529.100000,2.9250E-007
1529.150000,2.7950E-007,1529.150000,2.7950E-007,1529.150000,2.7950E-007
1529.200000,2.8320E-007,1529.200000,2.8320E-007,1529.200000,2.8320E-007
1529.250000,2.4000E-007,1529.250000,2.4000E-007,1529.250000,2.4000E-007
1529.300000,3.1160E-007,1529.300000,3.1160E-007,1529.300000,3.1160E-007
1529.350000,2.8590E-007,1529.350000,2.8590E-007,1529.350000,2.8590E-007
1529.400000,2.4250E-007,1529.400000,2.4250E-007,1529.400000,2.4250E-007
1529.450000,2.7260E-007,1529.450000,2.7260E-007,1529.450000,2.7260E-007
1529.500000,2.8080E-007,1529.500000,2.8080E-007,1529.500000,2.8080E-007
1529.550000,3.0840E-007,1529.550000,3.0840E-007,1529.550000,3.0840E-007
1529.600000,2.5410E-007,1529.600000,2.5410E-007,1529.600000,2.5410E-007
1529.650000,2.5990E-007,1529.650000,2.5990E-007,1529.650000,2.5990E-007
1529.700000,2.4120E-007,1529.700000,2.4120E-007,1529.700000,2.4120E-007
1529.750000,2.7110E-007,1529.750000,2.7110E-007,1529.750000,2.7110E-007
1529.800000,2.6430E-007,1529.800000,2.6430E-007,1529.800000,2.6430E-007
1529.850000,2.9970E-007,1529.850000,2.9970E-007,1529.850000,2.9970E-007
1529.900000,2.6680E-007,1529.900000,2.6680E-007,1529.900000,2.6680E-007
1529.950000,2.5760E-007,1529.950000,2.5760E-007,1529.950000,2.5760E-007
1530.000000,2.7550E-007,1530.000000,2.7550E-007,1530.000000,2.7550E-007
1530.050000,2.7360E-007,1530.050000,2.7360E-007,1530.050000,2.7360E-007
1530.100000,2.2620E-007,1530.100000,2.2620E-007,1530.100000,2.2620E-007
1530.150000,2.9380E-007,1530.150000,2.9380E-007,1530.150000,2.9380E-007
1530.200000,2.6140E-007,1530.200000,2.6140E-007,1530.200000,2.6140E-007
1530.250000,2.6940E-007,1530.250000,2.6940E-007,1530.250000,2.6940E-007
1530.300000,2.8440E-007,1530.300000,2.8440E-007,1530.300000,2.8440E-007
1530.350000,3.2130E-007,1530.350000,3.2130E-007,1530.350000,3.2130E-007
1530.400000,3.1570E-007,1530.400000,3.1570E-007,1530.400000,3.1570E-007
1530.450000,2.8660E-007,1530.450000,2.8660E-007,1530.450000,2.8660E-007
1530.500000,3.2530E-007,1530.500000,3.2530E-007,1530.500000,3.2530E-007
1530.550000,2.7030E-007,1530.550000,2.7030E-007,1530.550000,2.7030E-007
1530.600000,3.0160E-007,1530.600000,3.0160E-007,1530.600000,3.0160E-007
1530.650000,3.2830E-007,1530.650000,3.2830E-007,1530.650000,3.2830E-007
1530.700000,3.0650E-007,1530.700000,3.0650E-007,1530.700000,3.0650E-007
1530.750000,3.6670E-007,1530.750000,3.6670E-007,1530.750000,3.6670E-007
1530.800000,3.7060E-007,1530.800000,3.7060E-007,1530.800000,3.7060E-007
1530.850000,3.2390E-007,1530.850000,3.2390E-007,1530.850000,3.2390E-007
1530.900000,3.7360E-007,1530.900000,3.7360E-007,1530.900000,3.7360E-007
1530.950000,3.9730E-007,1530.950000,3.9730E-007,1530.950000,3.9730E-007
1531.000000,3.6920E-007,1531.000000,3.6920E-007,1531.000000,3.6920E-007
1531.050000,3.9560E-007,1531.050000,3.9560E-007,1531.050000,3.9560E-007
1531.100000,4.0640E-007,1531.100000,4.0640E-007,1531.100000,4.0640E-007
1531.150000,4.2150E-007,1531.150000,4.2150E-007,1531.150000,4.2150E-007
1531.200000,4.5540E-007,1531.200000,4.5540E-007,1531.200000,4.5540E-007
1531.250000,4.1580E-007,1531.250000,4.1580E-007,1531.250000,4.1580E-007
1531.300000,4.6900E-007,1531.300000,4.6900E-007,1531.300000,4.6900E-007
1531.350000,4.0920E-007,1531.350000,4.0920E-007,1531.350000,4.0920E-007
1531.400000,4.1780E-007,1531.400000,4.1780E-007,1531.400000,4.1780E-007
1531.450000,4.0160E-007,1531.450000,4.0160E-007,1531.450000,4.0160E-007
1531.500000,3.7260E-007,1531.500000,3.7260E-007,1531.500000,3.7260E-007
1531.550000,4.1230E-007,1531.550000,4.1230E-007,1531.550000,4.1230E-007
1531.600000,3.7190E-007,1531.600000,3.7190E-007,1531.600000,3.7190E-007
1531.650000,4.0810E-007,1531.650000,4.0810E-007,1531.650000,4.0810E-007
1531.700000,4.4780E-007,1531.700000,4.4780E-007,1531.700000,4.4780E-007
1531.750000,4.5930E-007,1531.750000,4.5930E-007,1531.750000,4.5930E-007
1531.800000,4.5240E-007,1531.800000,4.5240E-007,1531.800000,4.5240E-007
1531.850000,4.4050E-007,1531.850000,4.4050E-007,1531.850000,4.4050E-007
1531.900000,4.6580E-007,1531.900000,4.6580E-007,1531.900000,4.6580E-007
1531.950000,4.1980E-007,1531.950000,4.1980E-007,1531.950000,4.1980E-007
1532.000000,3.9370E-007,1532.000000,3.9370E-007,1532.000000,3.9370E-007
1532.050000,4.8090E-007,1532.050000,4.8090E-007,1532.050000,4.8090E-007
1532.100000,4.8500E-007,1532.100000,4.8500E-007,1532.100000,4.8500E-007
1532.150000,5.2070E-007,1532.150000,5.2070E-007,1532.150000,5.2070E-007
1532.200000,4.6790E-007,1532.200000,4.6790E-007,1532.200000,4.6790E-007
1532.250000,4.3810E-007,1532.250000,4.3810E-007,1532.250000,4.3810E-007
1532.300000,5.0280E-007,1532.300000,5.0280E-007,1532.300000,5.0280E-007
1532.350000,5.2660E-007,1532.350000,5.2660E-007,1532.350000,5.2660E-007
1532.400000,5.3380E-007,1532.400000,5.3380E-007,1532.400000,5.3380E-007
1532.450000,5.2220E-007,1532.450000,5.2220E-007,1532.450000,5.2220E-007
1532.500000,5.6280E-007,1532.500000,5.6280E-007,1532.500000,5.6280E-007
1532.550000,5.7960E-007,1532.550000,5.7960E-007,1532.550000,5.7960E-007
1532.600000,6.5310E-007,1532.600000,6.5310E-007,1532.600000,6.5310E-007
1532.650000,6.0940E-007,1532.650000,6.0940E-007,1532.650000,6.0940E-007
1532.700000,6.0270E-007,1532.700000,6.0270E-007,1532.700000,6.0270E-007
1532.750000,6.6960E-007,1532.750000,6.6960E-007,1532.750000,6.6960E-007
1532.800000,6.7500E-007,1532.800000,6.7500E-007,1532.800000,6.7500E-007
1532.850000,6.8750E-007,1532.850000,6.8750E-007,1532.850000,6.8750E-007
1532.900000,8.0070E-007,1532.900000,8.0070E-007,1532.900000,8.0070E-007
1532.950000,7.8290E-007,1532.950000,7.8290E-007,1532.950000,7.8290E-007
1533.000000,7.8600E-007,1533.000000,7.8600E-007,1533.000000,7.8600E-007
1533.050000,9.1610E-007,1533.050000,9.1610E-007,1533.050000,9.1610E-007
1533.100000,9.4010E-007,1533.100000,9.4010E-007,1533.100000,9.4010E-007
1533.150000,9.3680E-007,1533.150000,9.3680E-007,1533.150000,9.3680E-007
1533.200000,1.0100E-006,1533.200000,1.0100E-006,1533.200000,1.0100E-006
1533.250000,1.0560E-006,1533.250000,1.0560E-006,1533.250000,1.0560E-006
1533.300000,1.1500E-006,1533.300000,1.1500E-006,1533.300000,1.1500E-006
1533.350000,1.2150E-006,1533.350000,1.2150E-006,1533.350000,1.2150E-006
1533.400000,1.3310E-006,1533.400000,1.3310E-006,1533.400000,1.3310E-006
1533.450000,1.4320E-006,1533.450000,1.4320E-006,1533.450000,1.4320E-006
1533.500000,1.5160E-006,1533.500000,1.5160E-006,1533.500000,1.5160E-006
1533.550000,1.6380E-006,1533.550000,1.6380E-006,1533.550000,1.6380E-006
1533.600000,1.8350E-006,1533.600000,1.8350E-006,1533.600000,1.8350E-006
1533.650000,2.0050E-006,1533.650000,2.0050E-006,1533.650000,2.0050E-006
1533.700000,2.1810E-006,1533.700000,2.1810E-006,1533.700000,2.1810E-006
1533.750000,2.3750E-006,1533.750000,2.3750E-006,1533.750000,2.3750E-006
1533.800000,2.6310E-006,1533.800000,2.6310E-006,1533.800000,2.6310E-006
1533.850000,2.9650E-006,1533.850000,2.9650E-006,1533.850000,2.9650E-006
1533.900000,3.3290E-006,1533.900000,3.3290E-006,1533.900000,3.3290E-006
1533.950000,3.7330E-006,1533.950000,3.7330E-006,1533.950000,3.7330E-006
1534.000000,4.2650E-006,1534.000000,4.2650E-006,1534.000000,4.2650E-006
1534.050000,4.7430E-006,1534.050000,4.7430E-006,1534.050000,4.7430E-006
1534.100000,5.4850E-006,1534.100000,5.4850E-006,1534.100000,5.4850E-006
1534.150000,6.3240E-006,1534.150000,6.3240E-006,1534.150000,6.3240E-006
1534.200000,7.3290E-006,1534.200000,7.3290E-006,1534.200000,7.3290E-006
1534.250000,8.5650E-006,1534.250000,8.5650E-006,1534.250000,8.5650E-006
1534.300000,9.9690E-006,1534.300000,9.9690E-006,1534.300000,9.9690E-006
1534.350000,1.1790E-005,1534.350000,1.1790E-005,1534.350000,1.1790E-005
1534.400000,1.4080E-005,1534.400000,1.4080E-005,1534.400000,1.4080E-005
1534.450000,1.6830E-005,1534.450000,1.6830E-005,1534.450000,1.6830E-005
1534.500000,2.0070E-005,1534.500000,2.0070E-005,1534.500000,2.0070E-005
1534.550000,2.4020E-005,1534.550000,2.4020E-005,1534.550000,2.4020E-005
1534.600000,2.8600E-005,1534.600000,2.8600E-005,1534.600000,2.8600E-005
1534.650000,3.3340E-005,1534.650000,3.3340E-005,1534.650000,3.3340E-005
1534.700000,3.8170E-005,1534.700000,3.8170E-005,1534.700000,3.8170E-005
1534.750000,4.1280E-005,1534.750000,4.1280E-005,1534.750000,4.1280E-005
1534.800000,4.2060E-005,1534.800000,4.2060E-005,1534.800000,4.2060E-005
1534.850000,4.0260E-005,1534.850000,4.0260E-005,1534.850000,4.0260E-005
1534.900000,3.6250E-005,1534.900000,3.6250E-005,1534.900000,3.6250E-005
1534.950000,3.1590E-005,1534.950000,3.1590E-005,1534.950000,3.1590E-005
1535.000000,2.6650E-005,1535.000000,2.6650E-005,1535.000000,2.6650E-005
1535.050000,2.2560E-005,1535.050000,2.2560E-005,1535.050000,2.2560E-005
1535.100000,1.8710E-005,1535.100000,1.8710E-005,1535.100000,1.8710E-005
1535.150000,1.5770E-005,1535.150000,1.5770E-005,1535.150000,1.5770E-005
1535.200000,1.3530E-005,1535.200000,1.3530E-005,1535.200000,1.3530E-005
1535.250000,1.1650E-005,1535.250000,1.1650E-005,1535.250000,1.1650E-005
1535.300000,1.0110E-005,1535.300000,1.0110E-005,1535.300000,1.0110E-005
1535.350000,9.0000E-006,1535.350000,9.0000E-006,1535.350000,9.0000E-006
1535.400000,8.0510E-006,1535.400000,8.0510E-006,1535.400000,8.0510E-006
1535.450000,7.3060E-006,1535.450000,7.3060E-006,1535.450000,7.3060E-006
1535.500000,6.6020E-006,1535.500000,6.6020E-006,1535.500000,6.6020E-006
1535.550000,6.1110E-006,1535.550000,6.1110E-006,1535.550000,6.1110E-006
1535.600000,5.6480E-006,1535.600000,5.6480E-006,1535.600000,5.6480E-006
1535.650000,5.2900E-006,1535.650000,5.2900E-006,1535.650000,5.2900E-006
1535.700000,4.9580E-006,1535.700000,4.9580E-006,1535.700000,4.9580E-006
1535.750000,4.6450E-006,1535.750000,4.6450E-006,1535.750000,4.6450E-006
1535.800000,4.4000E-006,1535.800000,4.4000E-006,1535.800000,4.4000E-006
1535.850000,4.1620E-006,1535.850000,4.1620E-006,1535.850000,4.1620E-006
1535.900000,3.9200E-006,1535.900000,3.9200E-006,1535.900000,3.9200E-006
1535.950000,3.7840E-006,1535.950000,3.7840E-006,1535.950000,3.7840E-006
1536.000000,3.6580E-006,1536.000000,3.6580E-006,1536.000000,3.6580E-006
1536.050000,3.5090E-006,1536.050000,3.5090E-006,1536.050000,3.5090E-006
1536.100000,3.3480E-006,1536.100000,3.3480E-006,1536.100000,3.3480E-006
1536.150000,3.1810E-006,1536.150000,3.1810E-006,1536.150000,3.1810E-006
1536.200000,3.1450E-006,1536.200000,3.1450E-006,1536.200000,3.1450E-006
1536.250000,3.0380E-006,1536.250000,3.0380E-006,1536.250000,3.0380E-006
1536.300000,2.8950E-006,1536.300000,2.8950E-006,1536.300000,2.8950E-006
1536.350000,2.9430E-006,1536.350000,2.9430E-006,1536.350000,2.9430E-006
1536.400000,2.8120E-006,1536.400000,2.8120E-006,1536.400000,2.8120E-006
1536.450000,2.7200E-006,1536.450000,2.7200E-006,1536.450000,2.7200E-006
1536.500000,2.6910E-006,1536.500000,2.6910E-006,1536.500000,2.6910E-006
1536.550000,2.5980E-006,1536.550000,2.5980E-006,1536.550000,2.5980E-006
1536.600000,2.5700E-006,1536.600000,2.5700E-006,1536.600000,2.5700E-006
1536.650000,2.4960E-006,1536.650000,2.4960E-006,1536.650000,2.4960E-006
1536.700000,2.4690E-006,1536.700000,2.4690E-006,1536.700000,2.4690E-006
1536.750000,2.4130E-006,1536.750000,2.4130E-006,1536.750000,2.4130E-006
1536.800000,2.3730E-006,1536.800000,2.3730E-006,1536.800000,2.3730E-006
1536.850000,2.3890E-006,1536.850000,2.3890E-006,1536.850000,2.3890E-006
1536.900000,2.3050E-006,1536.900000,2.3050E-006,1536.900000,2.3050E-006
1536.950000,2.2790E-006,1536.950000,2.2790E-006,1536.950000,2.2790E-006
1537.000000,2.2200E-006,1537.000000,2.2200E-006,1537.000000,2.2200E-006
1537.050000,2.1920E-006,1537.050000,2.1920E-006,1537.050000,2.1920E-006
1537.100000,2.2370E-006,1537.100000,2.2370E-006,1537.100000,2.2370E-006
1537.150000,2.1240E-006,1537.150000,2.1240E-006,1537.150000,2.1240E-006
1537.200000,2.1600E-006,1537.200000,2.1600E-006,1537.200000,2.1600E-006
1537.250000,2.0780E-006,1537.250000,2.0780E-006,1537.250000,2.0780E-006
1537.300000,2.0770E-006,1537.300000,2.0770E-006,1537.300000,2.0770E-006
1537.350000,2.0890E-006,1537.350000,2.0890E-006,1537.350000,2.0890E-006
1537.400000,2.1000E-006,1537.400000,2.1000E-006,1537.400000,2.1000E-006
1537.450000,2.0230E-006,1537.450000,2.0230E-006,1537.450000,2.0230E-006
1537.500000,2.0690E-006,1537.500000,2.0690E-006,1537.500000,2.0690E-006
1537.550000,2.0710E-006,1537.550000,2.0710E-006,1537.550000,2.0710E-006
1537.600000,1.9820E-006,1537.600000,1.9820E-006,1537.600000,1.9820E-006
1537.650000,2.0460E-006,1537.650000,2.0460E-006,1537.650000,2.0460E-006
1537.700000,2.0800E-006,1537.700000,2.0800E-006,1537.700000,2.0800E-006
1537.750000,2.0410E-006,1537.750000,2.0410E-006,1537.750000,2.0410E-006
1537.800000,2.0290E-006,1537.800000,2.0290E-006,1537.800000,2.0290E-006
1537.850000,2.0320E-006,1537.850000,2.0320E-006,1537.850000,2.0320E-006
1537.900000,2.0620E-006,1537.900000,2.0620E-006,1537.900000,2.0620E-006
1537.950000,1.9630E-006,1537.950000,1.9630E-006,1537.950000,1.9630E-006
1538.000000,1.9540E-006,1538.000000,1.9540E-006,1538.000000,1.9540E-006
1538.050000,2.0320E-006,1538.050000,2.0320E-006,1538.050000,2.0320E-006
1538.100000,2.0520E-006,1538.100000,2.0520E-006,1538.100000,2.0520E-006
