1521.400000,3.8190E-008,1521.400000,3.8190E-008,1521.400000,3.8190E-008
1521.450000,5.1010E-008,1521.450000,5.1010E-008,1521.450000,5.1010E-008
1521.500000,2.2360E-008,1521.500000,2.2360E-008,1521.500000,2.2360E-008
1521.550000,6.7540E-008,1521.550000,6.7540E-008,1521.550000,6.7540E-008
1521.600000,9.8880E-009,1521.600000,9.8880E-009,1521.600000,9.8880E-009
1521.650000,3.8890E-009,1521.650000,3.8890E-009,1521.650000,3.8890E-009
1521.700000,5.4700E-009,1521.700000,5.4700E-009,1521.700000,5.4700E-009
1521.750000,3.1390E-008,1521.750000,3.1390E-008,1521.750000,3.1390E-008
1521.800000,6.1060E-008,1521.800000,6.1060E-008,1521.800000,6.1060E-008
1521.850000,8.9680E-009,1521.850000,8.9680E-009,1521.850000,8.9680E-009
1521.900000,-2.5380E-009,1521.900000,-2.5380E-009,1521.900000,-2.5380E-009
1521.950000,-1.1650E-009,1521.950000,-1.1650E-009,1521.950000,-1.1650E-009
1522.000000,4.6720E-008,1522.000000,4.6720E-008,1522.000000,4.6720E-008
1522.050000,2.7370E-008,1522.050000,2.7370E-008,1522.050000,2.7370E-008
1522.100000,5.8960E-008,1522.100000,5.8960E-008,1522.100000,5.8960E-008
1522.150000,5.2420E-008,1522.150000,5.2420E-008,1522.150000,5.2420E-008
1522.200000,2.2210E-008,1522.200000,2.2210E-008,1522.200000,2.2210E-008
1522.250000,-2.4290E-009,1522.250000,-2.4290E-009,1522.250000,-2.4290E-009
1522.300000,3.9570E-008,1522.300000,3.9570E-008,1522.300000,3.9570E-008
1522.350000,4.3330E-008,1522.350000,4.3330E-008,1522.350000,4.3330E-008
1522.400000,3.3940E-008,1522.400000,3.3940E-008,1522.400000,3.3940E-008
1522.450000,2.4270E-008,1522.450000,2.4270E-008,1522.450000,2.4270E-008
1522.500000,1.0330E-008,1522.500000,1.0330E-008,1522.500000,1.0330E-008
1522.550000,4.5400E-008,1522.550000,4.5400E-008,1522.550000,4.5400E-008
1522.600000,1.4260E-008,1522.600000,1.4260E-008,1522.600000,1.4260E-008
1522.650000,6.0020E-008,1522.650000,6.0020E-008,1522.650000,6.0020E-008
1522.700000,7.5320E-008,1522.700000,7.5320E-008,1522.700000,7.5320E-008
1522.750000,6.4900E-008,1522.750000,6.4900E-008,1522.750000,6.4900E-008
1522.800000,1.8590E-008,1522.800000,1.8590E-008,1522.800000,1.8590E-008
1522.850000,-2.8890E-008,1522.850000,-2.8890E-008,1522.850000,-2.8890E-008
1522.900000,6.0610E-008,1522.900000,6.0610E-008,1522.900000,6.0610E-008
1522.950000,4.1560E-008,1522.950000,4.1560E-008,1522.950000,4.1560E-008
1523.000000,4.2880E-008,1523.000000,4.2880E-008,1523.000000,4.2880E-008
1523.050000,1.2870E-008,1523.050000,1.2870E-008,1523.050000,1.2870E-008
1523.100000,1.7880E-008,1523.100000,1.7880E-008,1523.100000,1.7880E-008
1523.150000,2.8760E-008,1523.150000,2.8760E-008,1523.150000,2.8760E-008
1523.200000,2.5810E-008,1523.200000,2.5810E-008,1523.200000,2.5810E-008
1523.250000,3.5230E-008,1523.250000,3.5230E-008,1523.250000,3.5230E-008
1523.300000,-4.8160E-008,1523.300000,-4.8160E-008,1523.300000,-4.8160E-008
1523.350000,6.7050E-008,1523.350000,6.7050E-008,1523.350000,6.7050E-008
1523.400000,6.3720E-008,1523.400000,6.3720E-008,1523.400000,6.3720E-008
1523.450000,8.6400E-009,1523.450000,8.6400E-009,1523.450000,8.6400E-009
1523.500000,6.3770E-008,1523.500000,6.3770E-008,1523.500000,6.3770E-008
1523.550000,2.1490E-008,1523.550000,2.1490E-008,1523.550000,2.1490E-008
1523.600000,4.1630E-008,1523.600000,4.1630E-008,1523.600000,4.1630E-008
1523.650000,3.2750E-008,1523.650000,3.2750E-008,1523.650000,3.2750E-008
1523.700000,7.0370E-008,1523.700000,7.0370E-008,1523.700000,7.0370E-008
1523.750000,2.5190E-008,1523.750000,2.5190E-008,1523.750000,2.5190E-008
1523.800000,9.0250E-008,1523.800000,9.0250E-008,1523.800000,9.0250E-008
1523.850000,2.6410E-008,1523.850000,2.6410E-008,1523.850000,2.6410E-008
1523.900000,3.0740E-008,1523.900000,3.0740E-008,1523.900000,3.0740E-008
1523.950000,7.9730E-008,1523.950000,7.9730E-008,1523.950000,7.9730E-008
1524.000000,2.2290E-008,1524.000000,2.2290E-008,1524.000000,2.2290E-008
1524.050000,1.2320E-008,1524.050000,1.2320E-008,1524.050000,1.2320E-008
1524.100000,6.0370E-008,1524.100000,6.0370E-008,1524.100000,6.0370E-008
1524.150000,1.2000E-008,1524.150000,1.2000E-008,1524.150000,1.2000E-008
1524.200000,5.5120E-008,1524.200000,5.5120E-008,1524.200000,5.5120E-008
1524.250000,4.6740E-010,1524.250000,4.6740E-010,1524.250000,4.6740E-010
1524.300000,2.5310E-008,1524.300000,2.5310E-008,1524.300000,2.5310E-008
1524.350000,2.3000E-008,1524.350000,2.3000E-008,1524.350000,2.3000E-008
1524.400000,-1.3360E-009,1524.400000,-1.3360E-009,1524.400000,-1.3360E-009
1524.450000,6.5620E-008,1524.450000,6.5620E-008,1524.450000,6.5620E-008
1524.500000,3.9780E-008,1524.500000,3.9780E-008,1524.500000,3.9780E-008
1524.550000,6.5480E-008,1524.550000,6.5480E-008,1524.550000,6.5480E-008
1524.600000,-7.6600E-009,1524.600000,-7.6600E-009,1524.600000,-7.6600E-009
1524.650000,3.6990E-008,1524.650000,3.6990E-008,1524.650000,3.6990E-008
1524.700000,-5.9080E-009,1524.700000,-5.9080E-009,1524.700000,-5.9080E-009
1524.750000,1.5470E-008,1524.750000,1.5470E-008,1524.750000,1.5470E-008
1524.800000,6.9820E-008,1524.800000,6.9820E-008,1524.800000,6.9820E-008
1524.850000,3.8530E-008,1524.850000,3.8530E-008,1524.850000,3.8530E-008
1524.900000,2.5430E-008,1524.900000,2.5430E-008,1524.900000,2.5430E-008
1524.950000,3.4740E-008,1524.950000,3.4740E-008,1524.950000,3.4740E-008
1525.000000,4.0710E-008,1525.000000,4.0710E-008,1525.000000,4.0710E-008
1525.050000,7.4980E-008,1525.050000,7.4980E-008,1525.050000,7.4980E-008
1525.100000,1.2530E-008,1525.100000,1.2530E-008,1525.100000,1.2530E-008
1525.150000,3.1130E-008,1525.150000,3.1130E-008,1525.150000,3.1130E-008
1525.200000,4.5560E-008,1525.200000,4.5560E-008,1525.200000,4.5560E-008
1525.250000,3.7460E-008,1525.250000,3.7460E-008,1525.250000,3.7460E-008
1525.300000,5.0060E-008,1525.300000,5.0060E-008,1525.300000,5.0060E-008
1525.350000,4.8460E-008,1525.350000,4.8460E-008,1525.350000,4.8460E-008
1525.400000,1.4230E-008,1525.400000,1.4230E-008,1525.400000,1.4230E-008
1525.450000,7.8790E-008,1525.450000,7.8790E-008,1525.450000,7.8790E-008
1525.500000,-9.8660E-009,1525.500000,-9.8660E-009,1525.500000,-9.8660E-009
1525.550000,3.1150E-008,1525.550000,3.1150E-008,1525.550000,3.1150E-008
1525.600000,1.7410E-008,1525.600000,1.7410E-008,1525.600000,1.7410E-008
1525.650000,3.9470E-008,1525.650000,3.9470E-008,1525.650000,3.9470E-008
1525.700000,1.3120E-008,1525.700000,1.3120E-008,1525.700000,1.3120E-008
1525.750000,4.5740E-008,1525.750000,4.5740E-008,1525.750000,4.5740E-008
1525.800000,-2.4030E-008,1525.800000,-2.4030E-008,1525.800000,-2.4030E-008
1525.850000,5.2970E-008,1525.850000,5.2970E-008,1525.850000,5.2970E-008
1525.900000,7.8940E-008,1525.900000,7.8940E-008,1525.900000,7.8940E-008
1525.950000,7.0820E-008,1525.950000,7.0820E-008,1525.950000,7.0820E-008
1526.000000,5.2650E-008,1526.000000,5.2650E-008,1526.000000,5.2650E-008
1526.050000,6.4580E-008,1526.050000,6.4580E-008,1526.050000,6.4580E-008
1526.100000,9.0730E-008,1526.100000,9.0730E-008,1526.100000,9.0730E-008
1526.150000,9.2680E-008,1526.150000,9.2680E-008,1526.150000,9.2680E-008
1526.200000,4.9370E-008,1526.200000,4.9370E-008,1526.200000,4.9370E-008
1526.250000,5.9030E-008,1526.250000,5.9030E-008,1526.250000,5.9030E-008
1526.300000,4.5840E-008,1526.300000,4.5840E-008,1526.300000,4.5840E-008
1526.350000,8.3970E-008,1526.350000,8.3970E-008,1526.350000,8.3970E-008
1526.400000,7.2690E-008,1526.400000,7.2690E-008,1526.400000,7.2690E-008
1526.450000,9.3730E-008,1526.450000,9.3730E-008,1526.450000,9.3730E-008
1526.500000,5.9280E-008,1526.500000,5.9280E-008,1526.500000,5.9280E-008
1526.550000,7.1710E-008,1526.550000,7.1710E-008,1526.550000,7.1710E-008
1526.600000,5.0150E-008,1526.600000,5.0150E-008,1526.600000,5.0150E-008
1526.650000,5.3730E-008,1526.650000,5.3730E-008,1526.650000,5.3730E-008
1526.700000,8.4020E-008,1526.700000,8.4020E-008,1526.700000,8.4020E-008
1526.750000,3.0870E-008,1526.750000,3.0870E-008,1526.750000,3.0870E-008
1526.800000,1.8770E-008,1526.800000,1.8770E-008,1526.800000,1.8770E-008
1526.850000,3.6860E-008,1526.850000,3.6860E-008,1526.850000,3.6860E-008
1526.900000,6.3630E-008,1526.900000,6.3630E-008,1526.900000,6.3630E-008
1526.950000,2.2810E-008,1526.950000,2.2810E-008,1526.950000,2.2810E-008
1527.000000,7.3850E-008,1527.000000,7.3850E-008,1527.000000,7.3850E-008
1527.050000,5.5530E-008,1527.050000,5.5530E-008,1527.050000,5.5530E-008
1527.100000,-6.7030E-009,1527.100000,-6.7030E-009,1527.100000,-6.7030E-009
1527.150000,6.5250E-008,1527.150000,6.5250E-008,1527.150000,6.5250E-008
1527.200000,9.6290E-008,1527.200000,9.6290E-008,1527.200000,9.6290E-008
1527.250000,1.1130E-007,1527.250000,1.1130E-007,1527.250000,1.1130E-007
1527.300000,6.3560E-008,1527.300000,6.3560E-008,1527.300000,6.3560E-008
1527.350000,4.3650E-008,1527.350000,4.3650E-008,1527.350000,4.3650E-008
1527.400000,9.3800E-008,1527.400000,9.3800E-008,1527.400000,9.3800E-008
1527.450000,6.5080E-008,1527.450000,6.5080E-008,1527.450000,6.5080E-008
1527.500000,4.4960E-008,1527.500000,4.4960E-008,1527.500000,4.4960E-008
1527.550000,9.0170E-008,1527.550000,9.0170E-008,1527.550000,9.0170E-008
1527.600000,3.4940E-008,1527.600000,3.4940E-008,1527.600000,3.4940E-008
1527.650000,5.2520E-008,1527.650000,5.2520E-008,1527.650000,5.2520E-008
1527.700000,7.3150E-008,1527.700000,7.3150E-008,1527.700000,7.3150E-008
1527.750000,5.7060E-008,1527.750000,5.7060E-008,1527.750000,5.7060E-008
1527.800000,8.0070E-008,1527.800000,8.0070E-008,1527.800000,8.0070E-008
1527.850000,7.8000E-008,1527.850000,7.8000E-008,1527.850000,7.8000E-008
1527.900000,2.7460E-008,1527.900000,2.7460E-008,1527.900000,2.7460E-008
1527.950000,6.3400E-008,1527.950000,6.3400E-008,1527.950000,6.3400E-008
1528.000000,5.9770E-008,1528.000000,5.9770E-008,1528.000000,5.9770E-008
1528.050000,6.7740E-008,1528.050000,6.7740E-008,1528.050000,6.7740E-008
1528.100000,7.8860E-008,1528.100000,7.8860E-008,1528.100000,7.8860E-008
1528.150000,7.6920E-008,1528.150000,7.6920E-008,1528.150000,7.6920E-008
1528.200000,8.9250E-008,1528.200000,8.9250E-008,1528.200000,8.9250E-008
1528.250000,8.3150E-008,1528.250000,8.3150E-008,1528.250000,8.3150E-008
1528.300000,1.1680E-007,1528.300000,1.1680E-007,1528.300000,1.1680E-007
1528.350000,6.3880E-008,1528.350000,6.3880E-008,1528.350000,6.3880E-008
1528.400000,1.0210E-007,1528.400000,1.0210E-007,1528.400000,1.0210E-007
1528.450000,1.1680E-007,1528.450000,1.1680E-007,1528.450000,1.1680E-007
1528.500000,1.0500E-007,1528.500000,1.0500E-007,1528.500000,1.0500E-007
1528.550000,1.5350E-007,1528.550000,1.5350E-007,1528.550000,1.5350E-007
1528.600000,7.4970E-008,1528.600000,7.4970E-008,1528.600000,7.4970E-008
1528.650000,1.1060E-007,1528.650000,1.1060E-007,1528.650000,1.1060E-007
1528.700000,1.2920E-007,1528.700000,1.2920E-007,1528.700000,1.2920E-007
1528.750000,7.2050E-008,1528.750000,7.2050E-008,1528.750000,7.2050E-008
1528.800000,1.3100E-007,1528.800000,1.3100E-007,1528.800000,1.3100E-007
1528.850000,9.0810E-008,1528.850000,9.0810E-008,1528.850000,9.0810E-008
1528.900000,5.2150E-008,1528.900000,5.2150E-008,1528.900000,5.2150E-008
1528.950000,1.5520E-007,1528.950000,1.5520E-007,1528.950000,1.5520E-007
1529.000000,7.6880E-008,1529.000000,7.6880E-008,1529.000000,7.6880E-008
1529.050000,1.5220E-007,1529.050000,1.5220E-007,1529.050000,1.5220E-007
1529.100000,1.0830E-007,1529.100000,1.0830E-007,1529.100000,1.0830E-007
1529.150000,6.6580E-008,1529.150000,6.6580E-008,1529.150000,6.6580E-008
1529.200000,1.0630E-007,1529.200000,1.0630E-007,1529.200000,1.0630E-007
1529.250000,8.4340E-008,1529.250000,8.4340E-008,1529.250000,8.4340E-008
1529.300000,9.1760E-008,1529.300000,9.1760E-008,1529.300000,9.1760E-008
1529.350000,1.1940E-007,1529.350000,1.1940E-007,1529.350000,1.1940E-007
1529.400000,9.1570E-008,1529.400000,9.1570E-008,1529.400000,9.1570E-008
1529.450000,1.1500E-007,1529.450000,1.1500E-007,1529.450000,1.1500E-007
1529.500000,1.3480E-007,1529.500000,1.3480E-007,1529.500000,1.3480E-007
1529.550000,6.5700E-008,1529.550000,6.5700E-008,1529.550000,6.5700E-008
1529.600000,8.8840E-008,1529.600000,8.8840E-008,1529.600000,8.8840E-008
1529.650000,1.4370E-007,1529.650000,1.4370E-007,1529.650000,1.4370E-007
1529.700000,1.0010E-007,1529.700000,1.0010E-007,1529.700000,1.0010E-007
1529.750000,1.2500E-007,1529.750000,1.2500E-007,1529.750000,1.2500E-007
1529.800000,1.5060E-007,1529.800000,1.5060E-007,1529.800000,1.5060E-007
1529.850000,1.4810E-007,1529.850000,1.4810E-007,1529.850000,1.4810E-007
1529.900000,1.2200E-007,1529.900000,1.2200E-007,1529.900000,1.2200E-007
1529.950000,1.0710E-007,1529.950000,1.0710E-007,1529.950000,1.0710E-007
1530.000000,8.3990E-008,1530.000000,8.3990E-008,1530.000000,8.3990E-008
1530.050000,1.4190E-007,1530.050000,1.4190E-007,1530.050000,1.4190E-007
1530.100000,1.4870E-007,1530.100000,1.4870E-007,1530.100000,1.4870E-007
1530.150000,8.0680E-008,1530.150000,8.0680E-008,1530.150000,8.0680E-008
1530.200000,1.4460E-007,1530.200000,1.4460E-007,1530.200000,1.4460E-007
1530.250000,1.0580E-007,1530.250000,1.0580E-007,1530.250000,1.0580E-007
1530.300000,1.0350E-007,1530.300000,1.0350E-007,1530.300000,1.0350E-007
1530.350000,1.7480E-007,1530.350000,1.7480E-007,1530.350000,1.7480E-007
1530.400000,1.1970E-007,1530.400000,1.1970E-007,1530.400000,1.1970E-007
1530.450000,1.4150E-007,1530.450000,1.4150E-007,1530.450000,1.4150E-007
1530.500000,1.2330E-007,1530.500000,1.2330E-007,1530.500000,1.2330E-007
1530.550000,1.5660E-007,1530.550000,1.5660E-007,1530.550000,1.5660E-007
1530.600000,1.4650E-007,1530.600000,1.4650E-007,1530.600000,1.4650E-007
1530.650000,1.3160E-007,1530.650000,1.3160E-007,1530.650000,1.3160E-007
1530.700000,1.5360E-007,1530.700000,1.5360E-007,1530.700000,1.5360E-007
1530.750000,1.5410E-007,1530.750000,1.5410E-007,1530.750000,1.5410E-007
1530.800000,1.5800E-007,1530.800000,1.5800E-007,1530.800000,1.5800E-007
1530.850000,1.7660E-007,1530.850000,1.7660E-007,1530.850000,1.7660E-007
1530.900000,1.1270E-007,1530.900000,1.1270E-007,1530.900000,1.1270E-007
1530.950000,1.6770E-007,1530.950000,1.6770E-007,1530.950000,1.6770E-007
1531.000000,2.1030E-007,1531.000000,2.1030E-007,1531.000000,2.1030E-007
1531.050000,1.3570E-007,1531.050000,1.3570E-007,1531.050000,1.3570E-007
1531.100000,1.2770E-007,1531.100000,1.2770E-007,1531.100000,1.2770E-007
1531.150000,2.5420E-007,1531.150000,2.5420E-007,1531.150000,2.5420E-007
1531.200000,1.6520E-007,1531.200000,1.6520E-007,1531.200000,1.6520E-007
1531.250000,1.3240E-007,1531.250000,1.3240E-007,1531.250000,1.3240E-007
1531.300000,1.8140E-007,1531.300000,1.8140E-007,1531.300000,1.8140E-007
1531.350000,1.1430E-007,1531.350000,1.1430E-007,1531.350000,1.1430E-007
1531.400000,2.2990E-007,1531.400000,2.2990E-007,1531.400000,2.2990E-007
1531.450000,1.6960E-007,1531.450000,1.6960E-007,1531.450000,1.6960E-007
1531.500000,2.0930E-007,1531.500000,2.0930E-007,1531.500000,2.0930E-007
1531.550000,1.9570E-007,1531.550000,1.9570E-007,1531.550000,1.9570E-007
1531.600000,2.0270E-007,1531.600000,2.0270E-007,1531.600000,2.0270E-007
1531.650000,1.9170E-007,1531.650000,1.9170E-007,1531.650000,1.9170E-007
1531.700000,1.9220E-007,1531.700000,1.9220E-007,1531.700000,1.9220E-007
1531.750000,2.0940E-007,1531.750000,2.0940E-007,1531.750000,2.0940E-007
1531.800000,1.6030E-007,1531.800000,1.6030E-007,1531.800000,1.6030E-007
1531.850000,1.9190E-007,1531.850000,1.9190E-007,1531.850000,1.9190E-007
1531.900000,2.0110E-007,1531.900000,2.0110E-007,1531.900000,2.0110E-007
1531.950000,1.7240E-007,1531.950000,1.7240E-007,1531.950000,1.7240E-007
1532.000000,2.1460E-007,1532.000000,2.1460E-007,1532.000000,2.1460E-007
1532.050000,1.7900E-007,1532.050000,1.7900E-007,1532.050000,1.7900E-007
1532.100000,2.2090E-007,1532.100000,2.2090E-007,1532.100000,2.2090E-007
1532.150000,1.7450E-007,1532.150000,1.7450E-007,1532.150000,1.7450E-007
1532.200000,1.9580E-007,1532.200000,1.9580E-007,1532.200000,1.9580E-007
1532.250000,1.7220E-007,1532.250000,1.7220E-007,1532.250000,1.7220E-007
1532.300000,1.9650E-007,1532.300000,1.9650E-007,1532.300000,1.9650E-007
1532.350000,1.9640E-007,1532.350000,1.9640E-007,1532.350000,1.9640E-007
1532.400000,2.7100E-007,1532.400000,2.7100E-007,1532.400000,2.7100E-007
1532.450000,1.9820E-007,1532.450000,1.9820E-007,1532.450000,1.9820E-007
1532.500000,2.3160E-007,1532.500000,2.3160E-007,1532.500000,2.3160E-007
1532.550000,2.3460E-007,1532.550000,2.3460E-007,1532.550000,2.3460E-007
1532.600000,2.4440E-007,1532.600000,2.4440E-007,1532.600000,2.4440E-007
1532.650000,2.2610E-007,1532.650000,2.2610E-007,1532.650000,2.2610E-007
1532.700000,1.8920E-007,1532.700000,1.8920E-007,1532.700000,1.8920E-007
1532.750000,2.5150E-007,1532.750000,2.5150E-007,1532.750000,2.5150E-007
1532.800000,2.2620E-007,1532.800000,2.2620E-007,1532.800000,2.2620E-007
1532.850000,2.8050E-007,1532.850000,2.8050E-007,1532.850000,2.8050E-007
1532.900000,2.2420E-007,1532.900000,2.2420E-007,1532.900000,2.2420E-007
1532.950000,2.2350E-007,1532.950000,2.2350E-007,1532.950000,2.2350E-007
1533.000000,2.7770E-007,1533.000000,2.7770E-007,1533.000000,2.7770E-007
1533.050000,3.0050E-007,1533.050000,3.0050E-007,1533.050000,3.0050E-007
1533.100000,2.2070E-007,1533.100000,2.2070E-007,1533.100000,2.2070E-007
1533.150000,2.6580E-007,1533.150000,2.6580E-007,1533.150000,2.6580E-007
1533.200000,2.5370E-007,1533.200000,2.5370E-007,1533.200000,2.5370E-007
1533.250000,2.8090E-007,1533.250000,2.8090E-007,1533.250000,2.8090E-007
1533.300000,2.6780E-007,1533.300000,2.6780E-007,1533.300000,2.6780E-007
1533.350000,2.5830E-007,1533.350000,2.5830E-007,1533.350000,2.5830E-007
1533.400000,2.5370E-007,1533.400000,2.5370E-007,1533.400000,2.5370E-007
1533.450000,2.5880E-007,1533.450000,2.5880E-007,1533.450000,2.5880E-007
1533.500000,2.5240E-007,1533.500000,2.5240E-007,1533.500000,2.5240E-007
1533.550000,2.6500E-007,1533.550000,2.6500E-007,1533.550000,2.6500E-007
1533.600000,2.6280E-007,1533.600000,2.6280E-007,1533.600000,2.6280E-007
1533.650000,2.9040E-007,1533.650000,2.9040E-007,1533.650000,2.9040E-007
1533.700000,2.8420E-007,1533.700000,2.8420E-007,1533.700000,2.8420E-007
1533.750000,3.1650E-007,1533.750000,3.1650E-007,1533.750000,3.1650E-007
1533.800000,2.4010E-007,1533.800000,2.4010E-007,1533.800000,2.4010E-007
1533.850000,3.0800E-007,1533.850000,3.0800E-007,1533.850000,3.0800E-007
1533.900000,2.8440E-007,1533.900000,2.8440E-007,1533.900000,2.8440E-007
1533.950000,3.0950E-007,1533.950000,3.0950E-007,1533.950000,3.0950E-007
1534.000000,2.4370E-007,1534.000000,2.4370E-007,1534.000000,2.4370E-007
1534.050000,3.4090E-007,1534.050000,3.4090E-007,1534.050000,3.4090E-007
1534.100000,2.7990E-007,1534.100000,2.7990E-007,1534.100000,2.7990E-007
1534.150000,3.0140E-007,1534.150000,3.0140E-007,1534.150000,3.0140E-007
1534.200000,2.9180E-007,1534.200000,2.9180E-007,1534.200000,2.9180E-007
1534.250000,2.7310E-007,1534.250000,2.7310E-007,1534.250000,2.7310E-007
1534.300000,2.7740E-007,1534.300000,2.7740E-007,1534.300000,2.7740E-007
1534.350000,2.8480E-007,1534.350000,2.8480E-007,1534.350000,2.8480E-007
1534.400000,3.0180E-007,1534.400000,3.0180E-007,1534.400000,3.0180E-007
1534.450000,2.7780E-007,1534.450000,2.7780E-007,1534.450000,2.7780E-007
1534.500000,2.9760E-007,1534.500000,2.9760E-007,1534.500000,2.9760E-007
1534.550000,2.7740E-007,1534.550000,2.7740E-007,1534.550000,2.7740E-007
1534.600000,2.8320E-007,1534.600000,2.8320E-007,1534.600000,2.8320E-007
1534.650000,2.4900E-007,1534.650000,2.4900E-007,1534.650000,2.4900E-007
1534.700000,2.6690E-007,1534.700000,2.6690E-007,1534.700000,2.6690E-007
1534.750000,2.7930E-007,1534.750000,2.7930E-007,1534.750000,2.7930E-007
1534.800000,2.7300E-007,1534.800000,2.7300E-007,1534.800000,2.7300E-007
1534.850000,3.1350E-007,1534.850000,3.1350E-007,1534.850000,3.1350E-007
1534.900000,3.1700E-007,1534.900000,3.1700E-007,1534.900000,3.1700E-007
1534.950000,2.6520E-007,1534.950000,2.6520E-007,1534.950000,2.6520E-007
1535.000000,3.0060E-007,1535.000000,3.0060E-007,1535.000000,3.0060E-007
1535.050000,3.0280E-007,1535.050000,3.0280E-007,1535.050000,3.0280E-007
1535.100000,3.0270E-007,1535.100000,3.0270E-007,1535.100000,3.0270E-007
1535.150000,2.8070E-007,1535.150000,2.8070E-007,1535.150000,2.8070E-007
1535.200000,3.3270E-007,1535.200000,3.3270E-007,1535.200000,3.3270E-007
1535.250000,2.7970E-007,1535.250000,2.7970E-007,1535.250000,2.7970E-007
1535.300000,2.6170E-007,1535.300000,2.6170E-007,1535.300000,2.6170E-007
1535.350000,2.6800E-007,1535.350000,2.6800E-007,1535.350000,2.6800E-007
1535.400000,3.2410E-007,1535.400000,3.2410E-007,1535.400000,3.2410E-007
1535.450000,2.5530E-007,1535.450000,2.5530E-007,1535.450000,2.5530E-007
1535.500000,2.6920E-007,1535.500000,2.6920E-007,1535.500000,2.6920E-007
1535.550000,2.6960E-007,1535.550000,2.6960E-007,1535.550000,2.6960E-007
1535.600000,2.8510E-007,1535.600000,2.8510E-007,1535.600000,2.8510E-007
1535.650000,3.2620E-007,1535.650000,3.2620E-007,1535.650000,3.2620E-007
1535.700000,3.1290E-007,1535.700000,3.1290E-007,1535.700000,3.1290E-007
1535.750000,2.9210E-007,1535.750000,2.9210E-007,1535.750000,2.9210E-007
1535.800000,2.5460E-007,1535.800000,2.5460E-007,1535.800000,2.5460E-007
1535.850000,3.1190E-007,1535.850000,3.1190E-007,1535.850000,3.1190E-007
1535.900000,3.0750E-007,1535.900000,3.0750E-007,1535.900000,3.0750E-007
1535.950000,2.5940E-007,1535.950000,2.5940E-007,1535.950000,2.5940E-007
1536.000000,2.7400E-007,1536.000000,2.7400E-007,1536.000000,2.7400E-007
1536.050000,2.7200E-007,1536.050000,2.7200E-007,1536.050000,2.7200E-007
1536.100000,2.7490E-007,1536.100000,2.7490E-007,1536.100000,2.7490E-007
1536.150000,3.0590E-007,1536.150000,3.0590E-007,1536.150000,3.0590E-007
1536.200000,1.9950E-007,1536.200000,1.9950E-007,1536.200000,1.9950E-007
1536.250000,2.7450E-007,1536.250000,2.7450E-007,1536.250000,2.7450E-007
1536.300000,2.5720E-007,1536.300000,2.5720E-007,1536.300000,2.5720E-007
1536.350000,2.8540E-007,1536.350000,2.8540E-007,1536.350000,2.8540E-007
1536.400000,2.3530E-007,1536.400000,2.3530E-007,1536.400000,2.3530E-007
1536.450000,2.4680E-007,1536.450000,2.4680E-007,1536.450000,2.4680E-007
1536.500000,3.1360E-007,1536.500000,3.1360E-007,1536.500000,3.1360E-007
1536.550000,2.5290E-007,1536.550000,2.5290E-007,1536.550000,2.5290E-007
1536.600000,2.5160E-007,1536.600000,2.5160E-007,1536.600000,2.5160E-007
1536.650000,2.4970E-007,1536.650000,2.4970E-007,1536.650000,2.4970E-007
1536.700000,2.4510E-007,1536.700000,2.4510E-007,1536.700000,2.4510E-007
1536.750000,2.4260E-007,1536.750000,2.4260E-007,1536.750000,2.4260E-007
1536.800000,3.2820E-007,1536.800000,3.2820E-007,1536.800000,3.2820E-007
1536.850000,2.7040E-007,1536.850000,2.7040E-007,1536.850000,2.7040E-007
1536.900000,2.1860E-007,1536.900000,2.1860E-007,1536.900000,2.1860E-007
1536.950000,2.9300E-007,1536.950000,2.9300E-007,1536.950000,2.9300E-007
1537.000000,2.3620E-007,1537.000000,2.3620E-007,1537.000000,2.3620E-007
1537.050000,2.5900E-007,1537.050000,2.5900E-007,1537.050000,2.5900E-007
1537.100000,2.3350E-007,1537.100000,2.3350E-007,1537.100000,2.3350E-007
1537.150000,2.3580E-007,1537.150000,2.3580E-007,1537.150000,2.3580E-007
1537.200000,2.5600E-007,1537.200000,2.5600E-007,1537.200000,2.5600E-007
1537.250000,2.2450E-007,1537.250000,2.2450E-007,1537.250000,2.2450E-007
1537.300000,2.6140E-007,1537.300000,2.6140E-007,1537.300000,2.6140E-007
1537.350000,2.4480E-007,1537.350000,2.4480E-007,1537.350000,2.4480E-007
1537.400000,2.1130E-007,1537.400000,2.1130E-007,1537.400000,2.1130E-007
1537.450000,2.3480E-007,1537.450000,2.3480E-007,1537.450000,2.3480E-007
1537.500000,2.1950E-007,1537.500000,2.1950E-007,1537.500000,2.1950E-007
1537.550000,2.3840E-007,1537.550000,2.3840E-007,1537.550000,2.3840E-007
1537.600000,2.4900E-007,1537.600000,2.4900E-007,1537.600000,2.4900E-007
1537.650000,1.8530E-007,1537.650000,1.8530E-007,1537.650000,1.8530E-007
1537.700000,1.4690E-007,1537.700000,1.4690E-007,1537.700000,1.4690E-007
1537.750000,2.3960E-007,1537.750000,2.3960E-007,1537.750000,2.3960E-007
1537.800000,2.0040E-007,1537.800000,2.0040E-007,1537.800000,2.0040E-007
1537.850000,2.8130E-007,1537.850000,2.8130E-007,1537.850000,2.8130E-007
1537.900000,2.3610E-007,1537.900000,2.3610E-007,1537.900000,2.3610E-007
1537.950000,1.6520E-007,1537.950000,1.6520E-007,1537.950000,1.6520E-007
